#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	17226	19070	-	DMBONI_00260		hypothetical protein	PFAM:PF00685.30, PFAM:PF13469.9, PFAM:PF13641.9
contig_2	cds	19073	20599	-	DMBONI_00265		hypothetical protein	
contig_2	cds	20608	21423	-	DMBONI_00270		MAF-flag10 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0S7BS93
contig_2	cds	21420	22199	-	DMBONI_00275		NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	SO:0001217, UniRef:UniRef50_A0A1M5U0D1
contig_2	cds	22215	23195	-	DMBONI_00280		Glyoxylate reductase	SO:0001217, UniRef:UniRef50_W6KDX8
contig_2	cds	23196	23870	-	DMBONI_00285		hypothetical protein	
contig_2	cds	23870	24847	-	DMBONI_00290		Glycosyltransferase	SO:0001217, UniRef:UniRef50_A0A7C3JUW9
contig_2	cds	24857	25720	-	DMBONI_00295		Sulfotransfer-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1F8R4E1
contig_2	cds	25717	27039	-	DMBONI_00300		hypothetical protein	
contig_2	cds	27036	27806	-	DMBONI_00305		Aminoglycoside N(3)-acetyltransferase	SO:0001217, UniRef:UniRef50_A0A1F8QSE4
contig_2	cds	27808	28278	-	DMBONI_00310		GNAT family N-acetyltransferase	SO:0001217, UniRef:UniRef50_A0A522YT46
contig_2	cds	28271	29461	-	DMBONI_00315		AA-TRNA-LIGASE-II domain-containing protein	SO:0001217, UniRef:UniRef50_A0A521SYJ0
contig_2	cds	29451	29699	-	DMBONI_00320		Acyl carrier protein	SO:0001217, UniRef:UniRef50_A0A6N6KTC7
contig_2	cds	29721	31301	-	DMBONI_00325		hypothetical protein	
contig_2	cds	31325	32197	-	DMBONI_00330		N,N'-diacetyllegionaminic acid synthase	SO:0001217, UniRef:UniRef50_A0A1S9CZ91
contig_2	cds	32194	33429	-	DMBONI_00335		N-acylneuraminate cytidylyltransferase	SO:0001217, UniRef:UniRef50_A0A0P6XL09
contig_2	cds	33426	34244	-	DMBONI_00340		hypothetical protein	PFAM:PF00106.28, PFAM:PF13561.9
contig_2	cds	34275	36017	-	DMBONI_00345		putative bifunctional SAT/APS kinase	SO:0001217, UniRef:UniRef50_O67174
contig_3	cds	429	746	-	DMBONI_00350		hypothetical protein	
contig_3	cds	743	1129	-	DMBONI_00355		VOC family protein	SO:0001217, UniRef:UniRef50_A0A7Y5NFZ4
contig_3	cds	1145	2176	-	DMBONI_00360		hypothetical protein	PFAM:PF00487.27
contig_3	cds	2280	2972	-	DMBONI_00365		hypothetical protein	PFAM:PF13506.9, PFAM:PF13641.9
contig_3	cds	3134	3277	+	DMBONI_00370		hypothetical protein	
contig_3	cds	3713	4093	-	DMBONI_00375		hypothetical protein	
contig_3	cds	4090	5178	-	DMBONI_00380		Three-Cys-motif partner protein TcmP	SO:0001217, UniRef:UniRef50_A0A7X3TW12
contig_3	cds	5206	5931	-	DMBONI_00385		Gp37Gp68 family protein	SO:0001217, UniRef:UniRef50_D3Q406
contig_3	cds	5957	7393	-	DMBONI_00390		DNA repair protein RadA	SO:0001217, UniRef:UniRef50_E8MYY8
contig_3	cds	7395	7892	-	DMBONI_00395		Damage-inducible protein DinB	SO:0001217, UniRef:UniRef50_A0A2K3UZZ8
contig_3	cds	7959	8318	+	DMBONI_00400		HTH arsR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7Z5B2
contig_3	cds	8322	8726	+	DMBONI_00405		3-demethylubiquinone-9 3-methyltransferase	SO:0001217, UniRef:UniRef50_F9DRQ2
contig_3	cds	8736	9647	+	DMBONI_00410		hypothetical protein	PFAM:PF00903.28
contig_3	cds	9697	10020	+	DMBONI_00415		hypothetical protein	
contig_3	cds	10048	11385	-	DMBONI_00420		hypothetical protein	PFAM:PF13454.9
contig_3	cds	11460	13910	-	DMBONI_00425		ATP-dependent Clp protease ATP-binding subunit	SO:0001217, UniRef:UniRef50_A0A3D1JIQ2
contig_3	cds	14196	15617	-	DMBONI_00430		30S ribosomal protein S1	SO:0001217, UniRef:UniRef50_A0A1F8NZ52
contig_3	cds	15736	16839	+	DMBONI_00435		Mg-protoporphyrin IX chelatase	SO:0001217, UniRef:UniRef50_A0A1V5Q281
contig_3	cds	16902	17786	+	DMBONI_00440		Magnesium chelatase subunit D	SO:0001217, UniRef:UniRef50_A0A0N0RFT3
contig_3	cds	17783	18511	-	DMBONI_00445		BH4-AAA-HYDROXYL-2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M1YQ40
contig_3	cds	18696	19469	-	DMBONI_00450		AB hydrolase-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A060LXX1
contig_3	tRNA	19537	19613	-	DMBONI_00455	Val_trna	tRNA-Val	SO:0000273
contig_3	cds	19625	21517	-	DMBONI_00460		Asparagine synthase (Glutamine-hydrolyzing)	SO:0001217, UniRef:UniRef50_A0A7V2LXE4
contig_3	cds	21519	22649	-	DMBONI_00465		Glycogen synthase	SO:0001217, UniRef:UniRef50_A0A6V8M0G2
contig_3	cds	22649	24637	-	DMBONI_00470		hypothetical protein	
contig_3	cds	24638	25513	-	DMBONI_00475		Flippase-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A523QXU5
contig_3	cds	25581	26594	-	DMBONI_00480		Dodecaprenyl-phosphate galacturonate synthase	SO:0001217, UniRef:UniRef50_A0A6M4HBL8
contig_3	cds	26597	28054	-	DMBONI_00485		hypothetical protein	
contig_3	cds	28055	28657	-	DMBONI_00490		hypothetical protein	
contig_3	cds	28701	29672	-	DMBONI_00495		GDP-mannose 4,6-dehydratase	SO:0001217, UniRef:UniRef50_Q51366
contig_3	cds	29708	30841	-	DMBONI_00500		Glycosyltransferase	SO:0001217, UniRef:UniRef50_A0A7Y5BYT7
contig_3	cds	30838	32214	-	DMBONI_00505		hypothetical protein	
contig_3	cds	32231	33202	-	DMBONI_00510		UDP-glucose 4-epimerase	SO:0001217, UniRef:UniRef50_A0A1V6C444
contig_3	cds	33202	34521	-	DMBONI_00515		UDP-N-acetyl-D-glucosamine 6-dehydrogenase	SO:0001217, UniRef:UniRef50_A0A1Y6K0S2
contig_3	cds	34611	35096	-	DMBONI_00520		Ribosomal-protein-alanine N-acetyltransferase	SO:0001217, UniRef:UniRef50_A0A7C1HEP5
contig_3	cds	35093	35761	-	DMBONI_00525		tRNA (Adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	SO:0001217, UniRef:UniRef50_A0A3D4NEB0
contig_3	cds	35761	36255	-	DMBONI_00530		tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	SO:0001217, UniRef:UniRef50_A0A7C2XDC1
contig_3	cds	36276	36485	-	DMBONI_00535		hypothetical protein	
contig_4	cds	66	806	+	DMBONI_00540		Trypsin-like peptidase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A838JWA8
contig_4	cds	882	1517	+	DMBONI_00545		DNA-binding response regulator	SO:0001217, UniRef:UniRef50_A0A2N2MBA3
contig_4	cds	1527	1874	+	DMBONI_00550		hypothetical protein	PFAM:PF01243.23
contig_4	cds	1992	3869	+	DMBONI_00555		ABC transporter related protein	SO:0001217, UniRef:UniRef50_A0A160T1D5
contig_4	cds	3902	4522	+	DMBONI_00560		Thymidylate kinase	SO:0001217, UniRef:UniRef50_A0A363UAP7
contig_4	cds	4548	4910	+	DMBONI_00565		EamA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7H8SBU5
contig_4	cds	4939	5562	+	DMBONI_00570		Guanylate kinase	SO:0001217, UniRef:UniRef50_A0A7C1FV87
contig_4	cds	5559	6344	+	DMBONI_00575		hypothetical protein	
contig_4	cds	6399	9227	-	DMBONI_00580		P-type Ca(2+) transporter	SO:0001217, UniRef:UniRef50_F4LVI5
contig_4	cds	9202	9342	-	DMBONI_00585		hypothetical protein	
contig_4	cds	9452	10747	+	DMBONI_00590		Isocitrate dehydrogenase [NADP]	SO:0001217, UniRef:UniRef50_A0A0R2EZE7
contig_4	cds	10961	11557	+	DMBONI_00595		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1H4K1E0
contig_4	cds	11717	12166	+	DMBONI_00600		Succinate dehydrogenase, cytochrome b556 subunit	SO:0001217, UniRef:UniRef50_A0A521SY19
contig_4	cds	12170	12550	+	DMBONI_00605		hypothetical protein	
contig_4	cds	12569	14362	+	DMBONI_00610		Succinate dehydrogenase flavoprotein subunit	SO:0001217, UniRef:UniRef50_A0A1Z1WHW9
contig_4	cds	14372	15067	+	DMBONI_00615		Succinate dehydrogenase iron-sulfur subunit	SO:0001217, UniRef:UniRef50_A0A2D9J9Y8
contig_4	cds	15109	15783	+	DMBONI_00620		hypothetical protein	PFAM:PF01471.21, PFAM:PF01471.21
contig_4	cds	15827	16660	-	DMBONI_00625		hypothetical protein	PFAM:PF00685.30
contig_4	cds	16717	18363	-	DMBONI_00630		hypothetical protein	PFAM:PF04203.16
contig_4	cds	18512	20986	-	DMBONI_00635		ATP-dependent Clp protease ATP-binding subunit	SO:0001217, UniRef:UniRef50_A0A117LVQ9
contig_4	cds	21637	22911	-	DMBONI_00640		hypothetical protein	PFAM:PF13481.9
contig_4	cds	23562	24758	-	DMBONI_00645		ImmA/IrrE family metallo-endopeptidase	SO:0001217, UniRef:UniRef50_A0A7C3EYM9
contig_4	cds	24876	25223	+	DMBONI_00650		Alkyl hydroperoxide reductase	SO:0001217, UniRef:UniRef50_A0A6N6L159
contig_4	cds	25302	26105	+	DMBONI_00655		Oxidoreductase SadH	SO:0001217, UniRef:UniRef50_A0A2H6AR15
contig_4	cds	26205	26561	+	DMBONI_00660		hypothetical protein	PFAM:PF03551.17
contig_5	cds	151	483	+	DMBONI_00665		hypothetical protein	
contig_5	cds	716	1072	+	DMBONI_00670		NADH-quinone oxidoreductase subunit A	SO:0001217, UniRef:UniRef50_A0A1F6LPX4
contig_5	cds	1063	1545	+	DMBONI_00675		NADH-quinone oxidoreductase subunit B	SO:0001217, UniRef:UniRef50_C0Z772
contig_5	cds	1550	2062	+	DMBONI_00680		NADH-quinone oxidoreductase subunit C	SO:0001217, UniRef:UniRef50_A0A7C5EA77
contig_5	cds	2072	3307	+	DMBONI_00685		NADH-quinone oxidoreductase subunit D 2	SO:0001217, UniRef:UniRef50_Q1IS35
contig_5	cds	3304	3807	+	DMBONI_00690		NADH-quinone oxidoreductase chain E	SO:0001217, UniRef:UniRef50_E8N353
contig_5	cds	3804	5090	+	DMBONI_00695		NADH-quinone oxidoreductase subunit F	SO:0001217, UniRef:UniRef50_A0A7C1K5A5
contig_5	cds	5087	7627	+	DMBONI_00700		hypothetical protein	PFAM:PF00111.30, PFAM:PF04879.19, PFAM:PF10588.12, PFAM:PF13510.9
contig_5	cds	7627	8634	+	DMBONI_00705		NADH-quinone oxidoreductase subunit H	SO:0001217, UniRef:UniRef50_A0A0P6XAZ4
contig_5	cds	8642	9160	+	DMBONI_00710		NADH-quinone oxidoreductase subunit I	SO:0001217, UniRef:UniRef50_A0A1F8QV08
contig_5	cds	9160	9675	+	DMBONI_00715		NADH-quinone oxidoreductase subunit J	SO:0001217, UniRef:UniRef50_A0A3D1JK59
contig_5	cds	9678	9980	+	DMBONI_00720		NADH-quinone oxidoreductase subunit K 1	SO:0001217, UniRef:UniRef50_Q67P12
contig_5	cds	9983	12076	+	DMBONI_00725		Proton-antipo-M domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M1YYL0
contig_5	cds	12085	13602	+	DMBONI_00730		NADH-quinone oxidoreductase chain M (NADH dehydrogenase I, chain M) (NDH-1, chain M)	SO:0001217, UniRef:UniRef50_D5MKE2
contig_5	cds	13605	15059	+	DMBONI_00735		NADH-quinone oxidoreductase subunit N	SO:0001217, UniRef:UniRef50_E8N362
contig_5	cds	15132	15794	+	DMBONI_00740		HAD-superfamily hydrolase, subfamily IA, variant 3	SO:0001217, UniRef:UniRef50_D6TZC4
contig_5	cds	15796	16101	+	DMBONI_00745		hypothetical protein	
contig_5	cds	16459	17400	-	DMBONI_00750		Lipoyl synthase	SO:0001217, UniRef:UniRef50_A9WEM1
contig_5	cds	17781	20318	-	DMBONI_00755		Helicase A859L	SO:0001217, UniRef:UniRef50_A0A7U3ZN85
contig_5	cds	20308	20523	-	DMBONI_00760		hypothetical protein	
contig_5	cds	20834	21868	-	DMBONI_00765		Eco57I restriction-modification methylase domain-containing protein	SO:0001217, UniRef:UniRef50_UPI000690656D
contig_5	cds	21858	22511	-	DMBONI_00770		Site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_H5SC29
contig_5	cds	22604	23374	+	DMBONI_00775		hypothetical protein	
contig_6	tRNA	156	243	+	DMBONI_00780	Ser_trna	tRNA-Ser	SO:0000269
contig_6	cds	299	745	+	DMBONI_00785		hypothetical protein	
contig_6	cds	804	1364	+	DMBONI_00790		HTH arsR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A401ZK47
contig_6	cds	1377	1760	+	DMBONI_00795		VOC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6J4R3P4
contig_6	cds	1764	2306	+	DMBONI_00800		hypothetical protein	
contig_6	cds	2303	2884	+	DMBONI_00805		Bacteriocin-protection protein	SO:0001217, UniRef:UniRef50_A0A1K0FRA8
contig_6	cds	2890	3471	+	DMBONI_00810		hypothetical protein	
contig_6	cds	3471	3719	+	DMBONI_00815		hypothetical protein	
contig_6	cds	3765	4001	-	DMBONI_00820		SWIM-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7C3JBJ0
contig_6	cds	4163	4504	-	DMBONI_00825		hypothetical protein	
contig_6	tRNA	4507	4580	-	DMBONI_00830	Pro_trna	tRNA-Pro	SO:0000268
contig_6	cds	4677	5348	+	DMBONI_00835		Rhomboid domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2H5W885
contig_6	cds	5372	5800	+	DMBONI_00840		hypothetical protein	
contig_6	cds	5804	5998	+	DMBONI_00845		hypothetical protein	
contig_6	cds	6007	7014	+	DMBONI_00850		hypothetical protein	PFAM:PF00294.27
contig_6	cds	7175	8002	+	DMBONI_00855		hypothetical protein	
contig_6	cds	8137	8898	-	DMBONI_00860		hypothetical protein	PFAM:PF04203.16
contig_6	cds	8985	10727	-	DMBONI_00865		hypothetical protein	
contig_6	cds	10728	11501	-	DMBONI_00870		Putative OmpR family two-component system response regulator	SO:0001217, UniRef:UniRef50_E8N4M4
contig_6	cds	11699	13252	-	DMBONI_00875		hypothetical protein	PFAM:PF13400.9
contig_6	cds	13286	14674	-	DMBONI_00880		hypothetical protein	PFAM:PF07676.15
contig_6	cds	14773	15219	+	DMBONI_00885		HTH marR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2N5KCQ7
contig_6	cds	15216	16166	+	DMBONI_00890		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D0FLE1
contig_6	cds	16176	17429	+	DMBONI_00895		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A3M2A8X6
contig_6	cds	17432	18658	+	DMBONI_00900		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A6N6L1T8
contig_6	cds	18674	18841	+	DMBONI_00905		hypothetical protein	
contig_6	cds	19038	19724	-	DMBONI_00910		Type 1 glutamine amidotransferase-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7Y4VSC7
contig_6	cds	19727	20131	-	DMBONI_00915		hypothetical protein	
contig_6	cds	20128	21360	-	DMBONI_00920		hypothetical protein	PFAM:PF13439.9, PFAM:PF13579.9, PFAM:PF13692.9
contig_6	cds	21361	21882	-	DMBONI_00925		hypothetical protein	
contig_6	cds	21971	22828	-	DMBONI_00930		hypothetical protein	PFAM:PF00198.26
contig_7	cds	12	782	+	DMBONI_00935		hypothetical protein	PFAM:PF00005.30
contig_7	cds	786	2621	+	DMBONI_00940		hypothetical protein	PFAM:PF00005.30
contig_7	cds	2662	4143	+	DMBONI_00945		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	SO:0001217, UniRef:UniRef50_A0A0P6XXG1
contig_7	cds	4140	4703	+	DMBONI_00950		hypothetical protein	PFAM:PF03473.20
contig_7	cds	4903	6189	+	DMBONI_00955		Glutamate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A348ZTV0
contig_7	cds	6263	6433	-	DMBONI_00960		hypothetical protein	
contig_7	cds	6549	8159	-	DMBONI_00965		hypothetical protein	
contig_7	cds	8239	10611	-	DMBONI_00970		Endonuclease MutS2	SO:0001217, UniRef:UniRef50_A0A1Y6K1D0
contig_7	cds	10743	11018	+	DMBONI_00975		Stage V sporulation protein S	SO:0001217, UniRef:UniRef50_A0A1E8F227
contig_7	cds	11057	11719	-	DMBONI_00980		Deoxyadenosine kinase Deoxyguanosine kinase	SO:0001217, UniRef:UniRef50_A0A6J4VCH8
contig_7	cds	11719	14046	-	DMBONI_00985		Phosphoenolpyruvate synthase	SO:0001217, UniRef:UniRef50_A0A359EAJ8
contig_7	cds	14116	15249	-	DMBONI_00990		Beta sliding clamp	SO:0001217, UniRef:UniRef50_A0A497C4S6
contig_7	cds	15298	16989	-	DMBONI_00995		hypothetical protein	
contig_7	cds	17036	18415	-	DMBONI_01000		SAM-dependent methyltransferase	SO:0001217, UniRef:UniRef50_A0A3N5Z5L8
contig_7	cds	18427	18636	-	DMBONI_01005		hypothetical protein	
contig_7	cds	18729	20213	+	DMBONI_01010		Biotin carboxylase	SO:0001217, UniRef:UniRef50_A0A2N2MNL8
contig_7	cds	20210	20665	+	DMBONI_01015		hypothetical protein	PFAM:PF00364.25, PFAM:PF13533.9, PFAM:PF13533.9
contig_7	cds	20662	21129	+	DMBONI_01020		Enoyl-CoA hydratase 2	SO:0001217, UniRef:UniRef50_A0A521FG75
contig_7	cds	21119	21979	+	DMBONI_01025		HpcH-HpaI domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1F8TJY6
contig_7	cds	22035	22244	-	DMBONI_01030		hypothetical protein	
contig_8	cds	74	766	+	DMBONI_01035		hypothetical protein	
contig_8	cds	763	1746	+	DMBONI_01040		hypothetical protein	
contig_8	cds	1743	2666	+	DMBONI_01045		hypothetical protein	
contig_8	cds	2803	4488	+	DMBONI_01050		Short-chain dehydrogenase	SO:0001217, UniRef:UniRef50_A0A6N6KWL7
contig_8	cds	4551	5024	+	DMBONI_01055		Usp domain-containing protein	SO:0001217, UniRef:UniRef50_A0A399ZXK7
contig_8	cds	5051	6742	-	DMBONI_01060		Trk system potassium uptake protein TrkA	SO:0001217, UniRef:UniRef50_A0A2E3YGW7
contig_8	cds	6811	8577	-	DMBONI_01065		Amino acid permease	SO:0001217, UniRef:UniRef50_A0A2N2NHN5
contig_8	cds	8829	9683	+	DMBONI_01070		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_A0A101WJ37
contig_8	cds	9680	10384	+	DMBONI_01075		ABC-2 type transporter	SO:0001217, UniRef:UniRef50_A9WJL3
contig_8	cds	10452	11132	+	DMBONI_01080		hypothetical protein	
contig_8	cds	11185	11748	-	DMBONI_01085		hypothetical protein	PFAM:PF04519.16
contig_8	cds	11748	12542	-	DMBONI_01090		Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	SO:0001217, UniRef:UniRef50_Q05069
contig_8	cds	12553	13146	-	DMBONI_01095		Putative 3-methyladenine DNA glycosylase	SO:0001217, UniRef:UniRef50_A0A7X9EY74
contig_8	cds	13149	13907	-	DMBONI_01100		hypothetical protein	PFAM:PF00702.29, PFAM:PF13242.9
contig_8	cds	13897	14907	-	DMBONI_01105		GTP 3',8-cyclase	SO:0001217, UniRef:UniRef50_Q8PNH1
contig_8	cds	15008	15712	-	DMBONI_01110		Bleomycin resistance protein	SO:0001217, UniRef:UniRef50_A0A3N5RUR3
contig_8	cds	15722	16234	-	DMBONI_01115		hypothetical protein	
contig_8	cds	16270	17211	-	DMBONI_01120		hypothetical protein	
contig_8	cds	17222	18127	-	DMBONI_01125		hypothetical protein	
contig_8	cds	18206	18568	+	DMBONI_01130		hypothetical protein	
contig_8	cds	18552	19802	+	DMBONI_01135		GSDH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0P6XFJ7
contig_8	cds	19837	20709	+	DMBONI_01140		hypothetical protein	PFAM:PF19279.2
contig_9	cds	4	1152	+	DMBONI_01145		hypothetical protein	
contig_9	cds	1253	2539	+	DMBONI_01150		Insulinase family protein	SO:0001217, UniRef:UniRef50_A0A399Z9E1
contig_9	cds	2536	3819	+	DMBONI_01155		Protease	SO:0001217, UniRef:UniRef50_A0A367Z4X5
contig_9	cds	3819	4184	+	DMBONI_01160		Holo-[acyl-carrier-protein] synthase	SO:0001217, UniRef:UniRef50_E8MZJ3
contig_9	cds	4185	5063	-	DMBONI_01165		hypothetical protein	PFAM:PF13472.9
contig_9	cds	5144	7654	+	DMBONI_01170		Penicillin acylase family protein	SO:0001217, UniRef:UniRef50_A0A3N5V073
contig_9	cds	7712	8398	-	DMBONI_01175		hypothetical protein	
contig_9	cds	8430	9605	-	DMBONI_01180		hypothetical protein	
contig_9	cds	9602	10852	-	DMBONI_01185		Peptidylprolyl isomerase	SO:0001217, UniRef:UniRef50_A0A7Y5BTS6
contig_9	cds	10879	12102	-	DMBONI_01190		hypothetical protein	
contig_9	cds	12172	13110	+	DMBONI_01195		UDP-glucose 4-epimerase	SO:0001217, UniRef:UniRef50_A0A1V5QA80
contig_9	cds	13110	13640	+	DMBONI_01200		Peptide methionine sulfoxide reductase MsrA	SO:0001217, UniRef:UniRef50_A0A6V6YLL4
