#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	41128	41910	-	LKABPG_00170		Glucose-1-phosphate cytidylyltransferase	SO:0001217, UniRef:UniRef50_U5QKJ9
contig_1	cds	41916	44654	-	LKABPG_00175		hypothetical protein	
contig_1	cds	44718	46076	-	LKABPG_00180		UDP-glucose 6-dehydrogenase	SO:0001217, UniRef:UniRef50_A0A5C8UKL9
contig_1	cds	46073	47131	-	LKABPG_00185		NAD-dependent dehydratase	SO:0001217, UniRef:UniRef50_A0A1Z8S9I6
contig_1	cds	47218	47919	-	LKABPG_00190		hypothetical protein	
contig_1	cds	47991	50975	-	LKABPG_00195		hypothetical protein	
contig_1	cds	51064	51426	-	LKABPG_00200		hypothetical protein	PFAM:PF15919.8
contig_1	cds	51423	51710	-	LKABPG_00205		hypothetical protein	
contig_1	cds	51944	52711	-	LKABPG_00210		hypothetical protein	
contig_1	cds	53073	53378	+	LKABPG_00215		hypothetical protein	
contig_1	cds	53359	53985	+	LKABPG_00220		hypothetical protein	PFAM:PF01381.25, PFAM:PF15731.8
contig_1	cds	53963	54382	+	LKABPG_00225		hypothetical protein	
contig_1	cds	54427	55041	-	LKABPG_00230		hypothetical protein	
contig_1	cds	55173	58448	-	LKABPG_00235		hypothetical protein	
contig_1	cds	58790	59065	+	LKABPG_00240		Toxin	SO:0001217, UniRef:UniRef50_A0A0Q6DYN6
contig_1	cds	59040	59294	+	LKABPG_00245		hypothetical protein	PFAM:PF05534.15
contig_1	cds	59355	59996	-	LKABPG_00250		Peptidase-M50 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1J4XH01
contig_1	cds	60045	60470	-	LKABPG_00255		Regulator of nucleoside diphosphate kinase	SO:0001217, UniRef:UniRef50_A0A1V5KLS6
contig_1	cds	60966	61694	-	LKABPG_00260		SIS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A139SUB7
contig_1	cds	61795	62379	+	LKABPG_00265		hypothetical protein	PFAM:PF02525.20, PFAM:PF03358.18
contig_1	cds	62382	63353	+	LKABPG_00270		Cytokinin riboside 5'-monophosphate phosphoribohydrolase	SO:0001217, UniRef:UniRef50_A0A6N7F9I0
contig_1	cds	63387	65417	-	LKABPG_00275		ATP-dependent zinc metalloprotease FtsH	SO:0001217, UniRef:UniRef50_A0A2E4ZT94
contig_1	cds	65420	66940	-	LKABPG_00280		hypothetical protein	
contig_1	cds	66900	68177	-	LKABPG_00285		Serine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q2S1G4
contig_1	cds	68496	68702	+	LKABPG_00290		hypothetical protein	
contig_1	cds	68704	69027	+	LKABPG_00295		Type II toxin-antitoxin system RelE/ParE family toxin	SO:0001217, UniRef:UniRef50_A0A7X1E9F4
contig_1	cds	69004	69771	-	LKABPG_00300		hypothetical protein	PFAM:PF13578.9
contig_1	cds	69899	70516	+	LKABPG_00305		hypothetical protein	
contig_1	cds	70700	71650	+	LKABPG_00310		hypothetical protein	
contig_1	cds	71670	73124	-	LKABPG_00315		hypothetical protein	PFAM:PF00005.30, PFAM:PF14524.9
contig_1	cds	73132	73989	-	LKABPG_00320		hypothetical protein	
contig_1	cds	74223	74471	+	LKABPG_00325		Plasmid stabilization protein	SO:0001217, UniRef:UniRef50_A0A352FU35
contig_1	cds	74486	74683	+	LKABPG_00330		hypothetical protein	
contig_1	cds	74825	75904	+	LKABPG_00335		hypothetical protein	PFAM:PF12804.10
contig_1	cds	75922	76737	+	LKABPG_00340		hypothetical protein	PFAM:PF01513.24, PFAM:PF20143.2
contig_1	cds	76768	76899	+	LKABPG_00345		hypothetical protein	
contig_1	cds	77069	79858	+	LKABPG_00350		Isoleucine--tRNA ligase	SO:0001217, UniRef:UniRef50_A0A139SN64
contig_1	cds	79815	80828	+	LKABPG_00355		hypothetical protein	
contig_1	cds	80809	81384	+	LKABPG_00360		hypothetical protein	
contig_1	cds	81583	82974	+	LKABPG_00365		hypothetical protein	PFAM:PF00270.32, PFAM:PF00271.34
contig_1	cds	83098	84372	+	LKABPG_00370		hypothetical protein	
contig_1	cds	84460	87441	-	LKABPG_00375		hypothetical protein	
contig_1	cds	87447	88577	-	LKABPG_00380		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	SO:0001217, UniRef:UniRef50_A0A173RCF8
contig_1	cds	88588	89148	-	LKABPG_00385		dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase	SO:0001217, UniRef:UniRef50_A0A1R4H3M5
contig_1	cds	89160	90110	-	LKABPG_00390		hypothetical protein	PFAM:PF13506.9
contig_1	cds	90107	90736	-	LKABPG_00395		NUDIX hydrolase	SO:0001217, UniRef:UniRef50_B1ZTL7
contig_1	cds	90754	91410	-	LKABPG_00400		hypothetical protein	PFAM:PF01476.23
contig_1	cds	91485	92909	-	LKABPG_00405		Adenylosuccinate lyase	SO:0001217, UniRef:UniRef50_A0A5Q4FV52
contig_1	cds	93144	94256	-	LKABPG_00410		hypothetical protein	
contig_1	cds	94316	95605	-	LKABPG_00415		CinA-like protein	SO:0001217, UniRef:UniRef50_A0A368BE71
contig_1	cds	95740	97221	+	LKABPG_00420		UvrABC system protein C	SO:0001217, UniRef:UniRef50_A0A2Z4AHX7
contig_1	cds	97344	98786	-	LKABPG_00425		Argininosuccinate lyase	SO:0001217, UniRef:UniRef50_I6AWN8
contig_1	tRNA	98876	98952	-	LKABPG_00430	Val_trna	tRNA-Val	SO:0000273
contig_1	cds	99065	99586	+	LKABPG_00435		hypothetical protein	
contig_1	cds	99591	100094	-	LKABPG_00440		hypothetical protein	
contig_1	cds	100298	101638	+	LKABPG_00445		hypothetical protein	PFAM:PF00149.31, PFAM:PF13242.9
contig_1	cds	101726	102766	+	LKABPG_00450		Limonene 1,2-monooxygenase	SO:0001217, UniRef:UniRef50_M7N3M3
contig_1	cds	102763	103170	-	LKABPG_00455		Ribonuclease VapC	SO:0001217, UniRef:UniRef50_A0A7X3XXQ6
contig_1	cds	103173	103418	-	LKABPG_00460		hypothetical protein	PFAM:PF01402.24
contig_1	cds	104025	104159	+	LKABPG_00465		hypothetical protein	
contig_1	cds	104159	104449	+	LKABPG_00470		CRISPR-associated endoribonuclease Cas2	SO:0001217, UniRef:UniRef50_A0A5C5Y1L8
contig_1	cds	104550	105557	+	LKABPG_00475		Luciferase-like monooxygenase	SO:0001217, UniRef:UniRef50_P0ADV6
contig_1	cds	105623	105844	-	LKABPG_00480		hypothetical protein	
contig_1	cds	105990	106514	+	LKABPG_00485		hypothetical protein	
contig_1	cds	106520	107185	-	LKABPG_00490		hypothetical protein	
contig_1	cds	107205	108248	-	LKABPG_00495		GFO-IDH-MocA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2A2RVX5
contig_1	cds	108302	109759	-	LKABPG_00500		hypothetical protein	
contig_1	cds	109763	111313	-	LKABPG_00505		Methionine--tRNA ligase	SO:0001217, UniRef:UniRef50_B5JNX1
contig_1	cds	111452	112321	+	LKABPG_00510		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	SO:0001217, UniRef:UniRef50_B1ZXD4
contig_1	cds	112334	113578	-	LKABPG_00515		3-oxoacyl-[acyl-carrier-protein] synthase 2	SO:0001217, UniRef:UniRef50_A0A7V6TG00
contig_1	cds	113640	113897	-	LKABPG_00520		Acyl carrier protein	SO:0001217, UniRef:UniRef50_A0A1V5L0U6
contig_1	cds	113955	114701	-	LKABPG_00525		3-oxoacyl-[acyl-carrier-protein] reductase	SO:0001217, UniRef:UniRef50_D9QPV2
contig_1	cds	114705	116603	-	LKABPG_00530		hypothetical protein	PFAM:PF00175.24, PFAM:PF00667.23
contig_1	cds	116793	118625	+	LKABPG_00535		hypothetical protein	PFAM:PF00587.28, PFAM:PF03129.23, PFAM:PF07973.17
contig_1	cds	118541	118780	-	LKABPG_00540		hypothetical protein	
contig_1	cds	118875	119666	+	LKABPG_00545		Peptidase C26	SO:0001217, UniRef:UniRef50_A0A1S6IZG3
contig_1	cds	119695	120894	+	LKABPG_00550		hypothetical protein	
contig_1	cds	120928	123138	-	LKABPG_00555		hypothetical protein	
contig_1	cds	123219	124085	-	LKABPG_00560		hypothetical protein	
contig_1	cds	124432	125226	+	LKABPG_00565		hypothetical protein	
contig_1	cds	125246	127681	+	LKABPG_00570		hypothetical protein	PFAM:PF13287.9, PFAM:PF13290.9
contig_1	cds	127701	128753	-	LKABPG_00575		hypothetical protein	PFAM:PF00356.24, PFAM:PF00532.24, PFAM:PF13377.9
contig_1	cds	129029	129907	-	LKABPG_00580		hypothetical protein	
contig_1	cds	129904	132447	-	LKABPG_00585		hypothetical protein	PFAM:PF13593.9
contig_1	cds	132716	133762	+	LKABPG_00590		Phosphate acetyltransferase (EC)	SO:0001217, UniRef:UniRef50_A0A6N4WVF2
contig_1	cds	133782	134921	+	LKABPG_00595		DRTGG domain-containing protein	SO:0001217, UniRef:UniRef50_A0A357I0G9
contig_1	cds	134931	135734	-	LKABPG_00600		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	SO:0001217, UniRef:UniRef50_A0A178IE01
contig_1	cds	135742	137112	-	LKABPG_00605		Multifunctional fusion protein	SO:0001217, UniRef:UniRef50_A0A357HWF5
contig_1	cds	137139	137336	+	LKABPG_00610		hypothetical protein	
contig_1	cds	137354	137911	+	LKABPG_00615		Elongation factor P	SO:0001217, UniRef:UniRef50_D5EPA4
contig_1	cds	137925	138965	+	LKABPG_00620		Ferrochelatase	SO:0001217, UniRef:UniRef50_B1ZSW3
contig_1	cds	138958	139812	+	LKABPG_00625		Cytochrom-C-asm domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2A2RVU9
contig_1	cds	139809	140873	+	LKABPG_00630		hypothetical protein	PFAM:PF05201.18
contig_1	cds	140899	142014	-	LKABPG_00635		Lipid-A-disaccharide synthase	SO:0001217, UniRef:UniRef50_A0A7X1B4M0
contig_1	cds	142078	142635	-	LKABPG_00640		FeS-assembly-P domain-containing protein	SO:0001217, UniRef:UniRef50_D5EPF7
contig_1	cds	142744	143304	-	LKABPG_00645		hypothetical protein	
contig_1	cds	143319	143969	-	LKABPG_00650		hypothetical protein	PFAM:PF07963.15
contig_1	cds	144019	146304	-	LKABPG_00655		hypothetical protein	
contig_1	cds	146344	147189	-	LKABPG_00660		hypothetical protein	PFAM:PF07589.14
contig_1	cds	147281	147442	-	LKABPG_00665		hypothetical protein	
contig_1	cds	147466	148638	+	LKABPG_00670		hypothetical protein	PFAM:PF00392.24, PFAM:PF13377.9
contig_1	cds	148684	149046	+	LKABPG_00675		hypothetical protein	PFAM:PF07719.20, PFAM:PF13181.9, PFAM:PF13428.9, PFAM:PF13432.9, PFAM:PF13432.9, PFAM:PF14559.9
contig_1	cds	149089	149520	+	LKABPG_00680		hypothetical protein	
contig_1	cds	149557	150417	+	LKABPG_00685		hypothetical protein	PFAM:PF01026.24
contig_1	cds	150384	150920	-	LKABPG_00690		hypothetical protein	PFAM:PF01464.23
contig_1	cds	150939	154388	-	LKABPG_00695		Pyruvate carboxylase	SO:0001217, UniRef:UniRef50_A0A4U6BX95
contig_1	cds	154436	157333	-	LKABPG_00700		Excinuclease ABC subunit A	SO:0001217, UniRef:UniRef50_A0A2A2Y0Q2
contig_1	cds	157404	157688	+	LKABPG_00705		Regulatory protein Spx	SO:0001217, UniRef:UniRef50_A0A1V5KV32
contig_1	cds	157715	158476	-	LKABPG_00710		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4Q2ZBU7
contig_1	cds	158492	159580	-	LKABPG_00715		Sulfate ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A3F2UEI3
contig_1	cds	159608	160489	-	LKABPG_00720		Sulfate ABC transporter permease subunit CysW	SO:0001217, UniRef:UniRef50_A0A7V9AD55
contig_1	cds	160536	161426	-	LKABPG_00725		Sulfate transport system permease protein CysT	SO:0001217, UniRef:UniRef50_A0A1V5L1T6
contig_1	cds	161518	162525	-	LKABPG_00730		ABC-type sulfate/thiosulfate uptakesystem substrate-binding subunit Sbp	SO:0001217, UniRef:UniRef50_Q8E8L1
contig_1	cds	162652	162843	-	LKABPG_00735		hypothetical protein	
contig_1	cds	163300	163770	+	LKABPG_00740		Rrf2 family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A2V5YY02
contig_1	cds	163992	165080	-	LKABPG_00745		Sulfate ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A3F2UEI3
contig_1	cds	165100	165981	-	LKABPG_00750		Sulfate ABC transporter permease subunit CysW	SO:0001217, UniRef:UniRef50_A0A7V9AD55
contig_1	cds	165987	166877	-	LKABPG_00755		Sulfate transport system permease protein CysT	SO:0001217, UniRef:UniRef50_A0A1V5L1T6
contig_1	cds	166944	167978	-	LKABPG_00760		ABC-type sulfate/thiosulfate uptakesystem substrate-binding subunit Sbp	SO:0001217, UniRef:UniRef50_Q8E8L1
contig_1	cds	168149	168670	-	LKABPG_00765		hypothetical protein	
contig_1	cds	168703	169431	+	LKABPG_00770		Bis(5'-nucleosyl)-tetraphosphatase PrpE (Asymmetrical)	SO:0001217, UniRef:UniRef50_A0A1V6E8Q5
contig_1	cds	169428	169988	+	LKABPG_00775		Isochorismatase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2A2RRX4
contig_1	cds	169981	171006	+	LKABPG_00780		hypothetical protein	
contig_1	cds	171020	172915	+	LKABPG_00785		hypothetical protein	PFAM:PF00211.23, PFAM:PF05226.14
contig_1	cds	173124	174158	+	LKABPG_00790		Iron-sulfur cluster carrier protein	SO:0001217, UniRef:UniRef50_A0A1D8AXP6
contig_1	cds	174203	174463	+	LKABPG_00795		DUF4032 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M1GKD5
contig_1	cds	174574	175539	+	LKABPG_00800		Serine/threonine-protein kinase pkn6	SO:0001217, UniRef:UniRef50_A0A1D8AZF8
contig_1	cds	175561	177000	+	LKABPG_00805		RNA polymerase sigma-54 factor	SO:0001217, UniRef:UniRef50_A0A3R8K879
contig_1	cds	177010	178056	+	LKABPG_00810		Putative dehydrogenase	SO:0001217, UniRef:UniRef50_A0A2S8SU84
contig_1	cds	178105	179160	+	LKABPG_00815		CDP-tyvelose epimerase	SO:0001217, UniRef:UniRef50_D8PH40
contig_1	cds	179170	180237	+	LKABPG_00820		CDP-paratose 2-epimerase	SO:0001217, UniRef:UniRef50_A0A1D8AVN7
contig_1	cds	180247	181332	-	LKABPG_00825		hypothetical protein	
contig_1	cds	181367	182989	+	LKABPG_00830		hypothetical protein	PFAM:PF13432.9
contig_1	cds	183216	184163	-	LKABPG_00835		Tyrosine recombinase XerC	SO:0001217, UniRef:UniRef50_A0A4Q1C992
contig_1	cds	184165	185595	-	LKABPG_00840		hypothetical protein	PFAM:PF13091.9, PFAM:PF13091.9, PFAM:PF13396.9
contig_1	cds	185733	186524	+	LKABPG_00845		hypothetical protein	PFAM:PF03372.26
contig_1	cds	186521	187681	-	LKABPG_00850		Queuine tRNA-ribosyltransferase	SO:0001217, UniRef:UniRef50_A0A2V5KZZ0
contig_1	cds	187688	188275	-	LKABPG_00855		Shikimate kinase	SO:0001217, UniRef:UniRef50_A0A1J4XG71
contig_1	cds	188501	190522	-	LKABPG_00860		UvrABC system protein B	SO:0001217, UniRef:UniRef50_Q9PJF4
contig_1	cds	190725	190940	+	LKABPG_00865		hypothetical protein	
contig_1	cds	191238	193148	+	LKABPG_00870		Phosphomethylpyrimidine synthase	SO:0001217, UniRef:UniRef50_P45740
contig_1	cds	193279	194178	-	LKABPG_00875		Malonyl CoA-acyl carrier protein transacylase	SO:0001217, UniRef:UniRef50_A0A1D8AYA1
contig_1	cds	194241	198359	-	LKABPG_00880		DNA-directed RNA polymerase subunit beta'	SO:0001217, UniRef:UniRef50_Q9Z999
contig_1	cds	198379	202170	-	LKABPG_00885		DNA-directed RNA polymerase subunit beta	SO:0001217, UniRef:UniRef50_A0A1G1LLF7
contig_1	cds	202308	202691	-	LKABPG_00890		50S ribosomal protein L7/L12	SO:0001217, UniRef:UniRef50_P29396
contig_1	cds	202818	203333	-	LKABPG_00895		50S ribosomal protein L10	SO:0001217, UniRef:UniRef50_A0A2D8RQ70
contig_1	cds	203340	204032	-	LKABPG_00900		50S ribosomal protein L1	SO:0001217, UniRef:UniRef50_A0A0E3YY17
contig_1	cds	204049	204474	-	LKABPG_00905		50S ribosomal protein L11	SO:0001217, UniRef:UniRef50_P36250
contig_1	cds	204490	205065	-	LKABPG_00910		Transcription termination/antitermination protein NusG	SO:0001217, UniRef:UniRef50_B1ZPC3
contig_1	cds	205075	205278	-	LKABPG_00915		Protein translocase subunit SecE	SO:0001217, UniRef:UniRef50_D5EPY6
contig_1	tRNA	205288	205363	-	LKABPG_00920	Trp_trna	tRNA-Trp	SO:0000271
contig_1	cds	205448	206638	-	LKABPG_00925		Elongation factor Tu	SO:0001217, UniRef:UniRef50_A0A3R7YZW8
contig_1	tRNA	206679	206754	-	LKABPG_00930	Thr_trna	tRNA-Thr	SO:0000270
contig_1	cds	206945	207772	-	LKABPG_00935		1,4-dihydroxy-2-naphthoyl-CoA synthase	SO:0001217, UniRef:UniRef50_P23966
contig_1	cds	207769	209502	-	LKABPG_00940		hypothetical protein	PFAM:PF02776.21, PFAM:PF16582.8
contig_1	cds	209499	210521	-	LKABPG_00945		hypothetical protein	
contig_1	cds	210676	211164	+	LKABPG_00950		AP-4-A phosphorylase	SO:0001217, UniRef:UniRef50_A0A1V6E886
contig_1	cds	211172	212158	+	LKABPG_00955		Phosphate starvation-inducible protein PhoH	SO:0001217, UniRef:UniRef50_A0A6N6ZD56
contig_1	cds	212155	214602	+	LKABPG_00960		hypothetical protein	PFAM:PF07697.14, PFAM:PF07698.14
contig_1	cds	214629	215084	+	LKABPG_00965		Endoribonuclease YbeY	SO:0001217, UniRef:UniRef50_A0A3D4HJ42
contig_1	cds	215097	217091	-	LKABPG_00970		hypothetical protein	PFAM:PF00350.26
contig_1	cds	217237	218046	+	LKABPG_00975		hypothetical protein	PFAM:PF04452.17
contig_1	cds	218021	218992	-	LKABPG_00980		Alpha-L-glutamate ligase-like protein	SO:0001217, UniRef:UniRef50_A0A0H3Z0Z6
contig_1	cds	219001	220560	-	LKABPG_00985		hypothetical protein	
contig_1	cds	220575	221123	-	LKABPG_00990		hypothetical protein	
contig_1	cds	221273	221653	-	LKABPG_00995		hypothetical protein	PFAM:PF00011.24, PFAM:PF17886.4
contig_1	cds	221686	222090	-	LKABPG_01000		hypothetical protein	PFAM:PF00011.24, PFAM:PF17886.4
contig_1	cds	222339	224885	-	LKABPG_01005		hypothetical protein	
contig_1	cds	225060	225743	-	LKABPG_01010		hypothetical protein	PFAM:PF01048.23
contig_1	cds	225852	226637	+	LKABPG_01015		Serine acetyltransferase	SO:0001217, UniRef:UniRef50_A0A2E1ZPX6
contig_1	cds	226659	228029	-	LKABPG_01020		hypothetical protein	
contig_1	cds	228104	229873	+	LKABPG_01025		Acetolactate synthase	SO:0001217, UniRef:UniRef50_A0A0N7IE47
contig_1	cds	229883	231139	+	LKABPG_01030		Tagaturonate/fructuronate epimerase	SO:0001217, UniRef:UniRef50_A0A142WNM7
contig_1	cds	231206	231466	-	LKABPG_01035		Type II toxin-antitoxin system RelE/ParE family toxin	SO:0001217, UniRef:UniRef50_A0A4T2A7B9
contig_1	cds	231447	231635	-	LKABPG_01040		Type II toxin-antitoxin system prevent-host-death family antitoxin	SO:0001217, UniRef:UniRef50_A0A6N6P3G1
contig_1	cds	231887	232984	-	LKABPG_01045		Bifunctional chorismate mutase/prephenate dehydratase	SO:0001217, UniRef:UniRef50_A0A2E9RVF7
contig_2	cds	24	464	+	LKABPG_01050		hypothetical protein	
contig_2	cds	552	923	+	LKABPG_01055		hypothetical protein	
contig_2	cds	970	1113	-	LKABPG_01060		hypothetical protein	
contig_2	cds	1158	2117	+	LKABPG_01065		Amidohydro-rel domain-containing protein	SO:0001217, UniRef:UniRef50_A0A290QB94
contig_2	cds	2114	2866	+	LKABPG_01070		3-oxoacyl-ACP reductase	SO:0001217, UniRef:UniRef50_W0J2T3
contig_2	cds	2866	3750	+	LKABPG_01075		hypothetical protein	PFAM:PF08450.15
contig_2	cds	3796	4374	+	LKABPG_01080		RsmD family RNA methyltransferase	SO:0001217, UniRef:UniRef50_A0A842HHK3
contig_2	cds	4547	5371	+	LKABPG_01085		AP-endonuc-2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3D3JWA1
contig_2	cds	5374	6531	-	LKABPG_01090		hypothetical protein	PFAM:PF13377.9
contig_2	cds	6729	9131	-	LKABPG_01095		hypothetical protein	
contig_2	cds	9136	9879	-	LKABPG_01100		hypothetical protein	PFAM:PF07963.15
contig_2	cds	9899	11044	-	LKABPG_01105		hypothetical protein	
contig_2	cds	11520	12206	-	LKABPG_01110		hypothetical protein	
contig_2	cds	12227	12880	+	LKABPG_01115		hypothetical protein	
contig_2	cds	13144	14457	-	LKABPG_01120		Enolase	SO:0001217, UniRef:UniRef50_A6LR09
contig_2	cds	14509	15144	-	LKABPG_01125		hypothetical protein	PFAM:PF01389.20, PFAM:PF13505.9
contig_2	cds	15316	17058	+	LKABPG_01130		Sodium:neurotransmitter symporter	SO:0001217, UniRef:UniRef50_D5ELU5
contig_2	cds	17055	17213	+	LKABPG_01135		hypothetical protein	
contig_2	cds	17272	17988	-	LKABPG_01140		Phosphoglycolate phosphatase	SO:0001217, UniRef:UniRef50_A0A1D8AWK9
contig_2	cds	18112	18414	-	LKABPG_01145		hypothetical protein	
contig_2	cds	18465	19502	-	LKABPG_01150		hypothetical protein	PFAM:PF03417.19
contig_2	cds	19739	20668	+	LKABPG_01155		Signal recognition particle receptor FtsY	SO:0001217, UniRef:UniRef50_A0A496PZR5
contig_2	cds	20625	21746	+	LKABPG_01160		3-dehydroquinate synthase	SO:0001217, UniRef:UniRef50_A0A2A2QV33
contig_2	cds	21752	22681	-	LKABPG_01165		4-hydroxythreonine-4-phosphate dehydrogenase PdxA	SO:0001217, UniRef:UniRef50_A0A7X1B1P7
contig_2	cds	22674	23474	-	LKABPG_01170		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	SO:0001217, UniRef:UniRef50_A0A1D8AUU7
contig_2	cds	23483	24085	-	LKABPG_01175		hypothetical protein	
contig_2	cds	24295	24672	+	LKABPG_01180		Iron-binding protein IscA	SO:0001217, UniRef:UniRef50_A0A1D8AUW6
contig_2	cds	24816	25478	+	LKABPG_01185		Translation initiation factor IF-3	SO:0001217, UniRef:UniRef50_A0A1D8AUW1
contig_2	cds	25475	26431	+	LKABPG_01190		hypothetical protein	PFAM:PF01520.21
contig_2	cds	26474	27337	-	LKABPG_01195		hypothetical protein	
contig_2	cds	27478	28668	+	LKABPG_01200		Aminotransferase	SO:0001217, UniRef:UniRef50_A0A7X1B0Z0
contig_2	cds	28969	30087	-	LKABPG_01205		hypothetical protein	
contig_2	cds	30124	30852	-	LKABPG_01210		Modulator of FtsH protease YccA	SO:0001217, UniRef:UniRef50_A0A6C2U573
contig_2	cds	31027	31293	+	LKABPG_01215		hypothetical protein	
contig_2	cds	31305	32975	+	LKABPG_01220		Peptide synthase	SO:0001217, UniRef:UniRef50_A0A496Q4M6
