#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	63430	64263	+	CFLALH_00295		cytochrome C assembly protein	KEGG:K02497, RefSeq:WP_013059361.1, SO:0001217, UniParc:UPI000005FCCD, UniRef:UniRef100_Q8GCA9, UniRef:UniRef50_A0A2X4VYB1, UniRef:UniRef90_Q8GCA9
contig_1	cds	64277	65209	+	CFLALH_00300	hemC	hydroxymethylbilane synthase	EC:2.5.1.61, KEGG:K01749, RefSeq:WP_016765662.1, SO:0001217, UniParc:UPI00034B89F7, UniRef:UniRef100_A0A0L1MA11, UniRef:UniRef50_Q65GK1, UniRef:UniRef90_D5DLL8
contig_1	cds	65209	65982	+	CFLALH_00305		uroporphyrinogen-III synthase	SO:0001217, UniRef:UniRef50_D5DLL7, UniRef:UniRef90_D5DLL7
contig_1	cds	66000	66980	+	CFLALH_00310	hemB	porphobilinogen synthase	RefSeq:WP_047932171.1, SO:0001217, UniParc:UPI00064CBFA4, UniRef:UniRef100_UPI00064CBFA4, UniRef:UniRef50_Q9K8G2, UniRef:UniRef90_D5DLL6
contig_1	cds	66997	68286	+	CFLALH_00315	hemL	glutamate-1-semialdehyde 2,1-aminomutase	RefSeq:WP_013059357.1, SO:0001217, UniParc:UPI000005FCD1, UniRef:UniRef100_Q8GCA5, UniRef:UniRef50_P30949, UniRef:UniRef90_Q8GCA5
contig_1	cds	68434	69609	+	CFLALH_00320	spoVID	stage VI sporulation protein D	RefSeq:WP_047932170.1, SO:0001217, UniParc:UPI00064C54D4, UniRef:UniRef100_UPI00064C54D4, UniRef:UniRef50_A0A6M6DKV5, UniRef:UniRef90_A0A6M6DKV5
contig_1	cds	69687	70736	+	CFLALH_00325	ysxE	spore coat protein YsxE	RefSeq:WP_013085128.1, SO:0001217, UniParc:UPI0001D0F4D1, UniRef:UniRef100_A0A1Q8V1D7, UniRef:UniRef50_A0A0B6AMZ1, UniRef:UniRef90_A0A0B6AMZ1
contig_1	ncRNA-region	71176	71420	+			T-box leader	RFAM:RF00230, SO:0000140
contig_1	cds	71503	74145	+	CFLALH_00330	valS	valine--tRNA ligase	EC:6.1.1.9, KEGG:K01873, RefSeq:WP_016765658.1, SO:0001217, UniParc:UPI00034720AC, UniRef:UniRef100_A0A6M6DQ21, UniRef:UniRef50_P11931, UniRef:UniRef90_D5DLL1
contig_1	cds	74242	75540	+	CFLALH_00335	folC	bifunctional folylpolyglutamate synthase/dihydrofolate synthase	RefSeq:WP_047932169.1, SO:0001217, UniParc:UPI00064CA37D, UniRef:UniRef100_UPI00064CA37D, UniRef:UniRef50_Q05865, UniRef:UniRef90_A0A7W3NC29
contig_1	cds	75697	76254	+	CFLALH_00340		DUF420 domain-containing protein	KEGG:K08976, RefSeq:WP_013059351.1, SO:0001217, UniParc:UPI0001D05642, UniRef:UniRef100_A0A109GCU3, UniRef:UniRef50_O31845, UniRef:UniRef90_A0A109GCU3
contig_1	cds	76441	76635	+	CFLALH_00345		hypothetical protein	RefSeq:WP_047932168.1, SO:0001217, UniParc:UPI00064C81E0, UniRef:UniRef100_A0A6M6DT23, UniRef:UniRef50_D5DLK8, UniRef:UniRef90_A0A0B6AWP2
contig_1	cds	76632	77387	+	CFLALH_00350		prepilin peptidase	RefSeq:WP_026106707.1, SO:0001217, UniParc:UPI0003461B18, UniRef:UniRef100_A0A1I2QCE6, UniRef:UniRef50_D5DLK7, UniRef:UniRef90_D5DLK7
contig_1	cds	77506	78588	+	CFLALH_00355		stage II sporulation protein B	RefSeq:WP_171776586.1, SO:0001217, UniParc:UPI001494E67A, UniRef:UniRef100_A0A6M6DRQ5, UniRef:UniRef50_D5DLK6, UniRef:UniRef90_D5DLK6
contig_1	cds	78699	79268	+	CFLALH_00360	maf	septum formation inhibitor Maf	RefSeq:WP_034648762.1, SO:0001217, UniParc:UPI0004FFC7C4, UniRef:UniRef100_A0A6M6DL77, UniRef:UniRef50_Q02169, UniRef:UniRef90_D5DLK5
contig_1	cds	79284	79970	+	CFLALH_00365	radC	DNA repair protein RadC	SO:0001217, UniRef:UniRef50_Q02170, UniRef:UniRef90_A0A1S2C168
contig_1	cds	80200	81225	+	CFLALH_00370		rod shape-determining protein	RefSeq:WP_013059345.1, SO:0001217, UniParc:UPI0001D0563C, UniRef:UniRef100_A0A125PNJ5, UniRef:UniRef50_Q01465, UniRef:UniRef90_A0A125PNJ5
contig_1	cds	81245	82126	+	CFLALH_00375	mreC	rod shape-determining protein MreC	KEGG:K03570, RefSeq:WP_013059344.1, SO:0001217, UniParc:UPI0001D0563B, UniRef:UniRef100_A0A125PNJ4, UniRef:UniRef50_A0RJ58, UniRef:UniRef90_A0A125PNJ4
contig_1	cds	82126	82644	+	CFLALH_00380	mreD	rod shape-determining protein MreD	RefSeq:WP_013059343.1, SO:0001217, UniParc:UPI0001D0563A, UniRef:UniRef100_A0A1Q8V145, UniRef:UniRef50_A0A1Q8V145, UniRef:UniRef90_A0A1Q8V145
contig_1	cds	82761	83444	+	CFLALH_00385	minC	septum site-determining protein MinC	KEGG:K03610, RefSeq:WP_013059342.1, SO:0001217, UniParc:UPI0001D05639, UniRef:UniRef100_A0A109GCT9, UniRef:UniRef50_Q01463, UniRef:UniRef90_A0A109GCT9
contig_1	cds	83447	84247	+	CFLALH_00390	minD	septum site-determining protein MinD	RefSeq:WP_013059341.1, SO:0001217, UniParc:UPI0001D05638, UniRef:UniRef100_A0A1Q8V1C7, UniRef:UniRef50_Q01464, UniRef:UniRef90_A0A1Q8V1C7
contig_1	cds	84369	85151	+	CFLALH_00395		peptidase M23	RefSeq:WP_047932165.1, SO:0001217, UniParc:UPI00064CD704, UniRef:UniRef100_UPI00064CD704, UniRef:UniRef50_A0A223EA26, UniRef:UniRef90_D5DLJ8
contig_1	cds	85144	86010	+	CFLALH_00400		stage IV sporulation protein FB	EC:3.4.24.-, KEGG:K06402, RefSeq:WP_016765651.1, SO:0001217, UniParc:UPI000348DD45, UniRef:UniRef100_A0A6M6DTD1, UniRef:UniRef50_D5DLJ7, UniRef:UniRef90_D5DLJ7
contig_1	cds	86100	87563	+	CFLALH_00405		ribonuclease E/G	SO:0001217, UniRef:UniRef50_D5DT53, UniRef:UniRef90_D5DT53
contig_1	ncRNA-region	87642	87713	+			Ribosomal protein L21 leader	RFAM:RF00559, SO:0000140
contig_1	cds	87728	88036	+	CFLALH_00410	rplU	50S ribosomal protein L21	RefSeq:WP_013059337.1, SO:0001217, UniParc:UPI0001D05634, UniRef:UniRef100_A0A109GCQ1, UniRef:UniRef50_Q88WN5, UniRef:UniRef90_A0A109GCQ1
contig_1	cds	88046	88378	+	CFLALH_00415		ribosomal-processing cysteine protease Prp	KEGG:K07584, RefSeq:WP_013059336.1, SO:0001217, UniParc:UPI0001D05633, UniRef:UniRef100_A0A109GCT1, UniRef:UniRef50_A0A084IV66, UniRef:UniRef90_A0A109GCT1
contig_1	cds	88395	88688	+	CFLALH_00420	rpmA	50S ribosomal protein L27	COG:COG0211, COG:J, KEGG:K02899, RefSeq:WP_013059335.1, SO:0001217, UniParc:UPI0001D05632, UniRef:UniRef100_A0A109GCQ3, UniRef:UniRef50_P05657, UniRef:UniRef90_A0A0K9GWT9
contig_1	cds	88860	89396	+	CFLALH_00425		sporulation protein	SO:0001217, UniRef:UniRef50_A0A7W3NC54, UniRef:UniRef90_A0A7W3NC54
contig_1	cds	89448	90734	+	CFLALH_00430	obgE	GTPase ObgE	EC:3.6.5.-, KEGG:K03979, RefSeq:WP_013085117.1, SO:0001217, UniParc:UPI0001D0F4C6, UniRef:UniRef100_A0A109GD21, UniRef:UniRef50_P20964, UniRef:UniRef90_A0A109GD21
contig_1	cds	90768	91217	+	CFLALH_00435		ACT domain-containing protein	EC:5.4.99.5, KEGG:K06209, RefSeq:WP_013059332.1, SO:0001217, UniParc:UPI0001D0562F, UniRef:UniRef100_A0A109GCR5, UniRef:UniRef50_P21204, UniRef:UniRef90_A0A109GCR5
contig_1	cds	91252	92118	+	CFLALH_00440	pheA	prephenate dehydratase	SO:0001217, UniRef:UniRef50_A0A0U1P1Z9, UniRef:UniRef90_D5DT46
contig_1	cds	92148	92693	-	CFLALH_00445		transcription repressor NadR	RefSeq:WP_047932161.1, SO:0001217, UniParc:UPI00064C6669, UniRef:UniRef100_A0A2T7IX90, UniRef:UniRef50_P39667, UniRef:UniRef90_D5DLI8
contig_1	cds	92709	93845	-	CFLALH_00450		cysteine desulfurase	EC:2.8.1.7, KEGG:K04487, RefSeq:WP_047932160.1, SO:0001217, UniParc:UPI00064CCB99, UniRef:UniRef100_UPI00064CCB99, UniRef:UniRef50_Q634B2, UniRef:UniRef90_A0A806TWB6
contig_1	cds	93935	95479	+	CFLALH_00455	nadB	L-aspartate oxidase	RefSeq:WP_034648780.1, SO:0001217, UniParc:UPI0005009B31, UniRef:UniRef100_A0A0B6AWU5, UniRef:UniRef50_D5DLI6, UniRef:UniRef90_D5DLI6
contig_1	cds	95516	96409	+	CFLALH_00460	nadC	carboxylating nicotinate-nucleotide diphosphorylase	EC:2.4.2.19, KEGG:K00767, RefSeq:WP_047932159.1, SO:0001217, UniParc:UPI00064CC791, UniRef:UniRef100_UPI00064CC791, UniRef:UniRef50_P39666, UniRef:UniRef90_A0A0B6AU16
contig_1	cds	96366	97466	+	CFLALH_00465	nadA	quinolinate synthase NadA	EC:2.5.1.72, KEGG:K03517, RefSeq:WP_026106706.1, SO:0001217, UniParc:UPI000348D351, UniRef:UniRef100_A0A6M6E5H4, UniRef:UniRef50_Q8Y5N2, UniRef:UniRef90_D5DLI4
contig_1	cds	97687	98961	+	CFLALH_00470	safA	spore coat protein	SO:0001217, UniRef:UniRef50_D5DT41, UniRef:UniRef90_D5DT41
contig_1	cds	98951	99916	+	CFLALH_00475		aminoglycoside phosphotransferase	RefSeq:WP_230586505.1, SO:0001217, UniParc:UPI000AE8DE6E, UniRef:UniRef100_A0A0B6AI70, UniRef:UniRef50_D5DLI2, UniRef:UniRef90_D5DLI2
contig_1	cds	100011	100670	+	CFLALH_00480		spore cortex protein	RefSeq:WP_013059324.1, SO:0001217, UniParc:UPI0001D05627, UniRef:UniRef100_A0A1Q8V1A5, UniRef:UniRef50_A0A0B6APN6, UniRef:UniRef90_A0A0B6APN6
contig_1	cds	100774	101853	-	CFLALH_00485		YsnF/AvaK domain-containing protein	RefSeq:WP_013085108.1, SO:0001217, UniParc:UPI0001D0F4BD, UniRef:UniRef100_A0A6M6DKY6, UniRef:UniRef50_D5DEW8, UniRef:UniRef90_D5DT38
contig_1	cds	102145	102681	+	CFLALH_00490		Bypass-of-forespore protein C	KEGG:K06318, RefSeq:WP_053215313.1, SO:0001217, UniParc:UPI00069E8C47, UniRef:UniRef100_A0A6M6DQ48, UniRef:UniRef50_A0A0B6AJH9, UniRef:UniRef90_A0A0B6AJH9
contig_1	cds	102979	103590	+	CFLALH_00495	ruvA	Holliday junction branch migration protein RuvA	EC:5.6.2.4, KEGG:K03550, RefSeq:WP_047932157.1, SO:0001217, UniParc:UPI00064CCB3B, UniRef:UniRef100_A0A6M6DVQ2, UniRef:UniRef50_Q9CDL2, UniRef:UniRef90_A0A109GCR1
