species,ID,title,abstract,authors,date,category,doi,version,author_corresponding,author_corresponding_institution,link_page,link_pdf,license,published
Pseudomonas aeruginosa,136398,Flagellin from Pseudomonas aeruginosa modulates SARS-CoV-2 infectivity in CF airway epithelial cells by increasing TMPRSS2 expression,"The major challenge of the COVID-19 health crisis is to identify the factors of susceptibility to SARS-Cov2 in order to adapt the recommendations to the populations and to reduce the risk of getting COVID-19 to the most vulnerable people especially those having chronic respiratory diseases including cystic fibrosis (CF). Airway epithelial cells (AEC) are playing a critical role in the immune response and in COVID-19 severity. SARS-CoV-2 infects the airways through ACE2 receptor and the host protease TMPRSS2 was shown to play a major role in SARS-CoV-2 infectivity. Here, we show that the main component of P. aeruginosa flagella, ie. flagellin is able to increase TMPRSS2 expression in AEC, and even more in those deficient for CFTR. Importantly, this increased TMPRSS2 expression is associated with an increase in the level of SARS-CoV-2 infection. Considering the urgency of the health situation, this result is of major significance for patients with CF which are frequently infected and colonized by P. aeruginosa during the course of the disease.","Ruffin, M.; Bigot, J.; Calmel, C.; Mercier, J.; Pizzorno, A.; Rosa-Calatrava, M.; Corvol, H.; Balloy, V.; Terrier, O.; Guillot, L.",2020-11-06,Pathology,10.1101/2020.08.24.264564,2,Loic  Guillot,Inserm,https://www.biorxiv.org/content/10.1101/2020.08.24.264564v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.08.24.264564v2.full.pdf,cc_by_nc_nd,NA
Pseudomonas aeruginosa,136503,Global identification of RsmA/N binding sites in Pseudomonas aeruginosa by in vivo UV CLIP-seq,"Posttranscriptional regulation of gene expression in bacteria is performed by a complex and hierarchical signaling cascade. Pseudomonas aeruginosa harbors two redundant RNA-binding proteins RsmA/RsmN (RsmA/N), which play a critical role in balancing acute and chronic infections. However, in vivo binding sites on target transcripts and the overall impact on the physiology remains unclear. In this study, we applied in vivo UV crosslinking immunoprecipitation followed by RNA-sequencing (UV CLIP-seq) to detect RsmA/N binding sites at single-nucleotide resolution and mapped more than 500 peaks to approximately 400 genes directly bound by RsmA/N in P. aeruginosa. This also demonstrated the ANGGA sequence in apical loops skewed towards 5UTRs as a consensus motif for RsmA/N binding. Genetic analysis combined with CLIP-seq results identified previously unrecognized RsmA/N targets involved in LPS modification. Moreover, the small non-coding RNAs RsmY/RsmZ, which sequester RsmA/N away from target mRNAs, are positively regulated by the RsmA/N-mediated translational repression of hptB, encoding a histidine phosphotransfer protein, and cafA, encoding a cytoplasmic axial filament protein, thus providing a possible mechanistic explanation for homeostasis of the Rsm system. Our findings present the global RsmA/N-RNA interaction network that exerts pleiotropic effects on gene expression in P. aeruginosa.

IMPORTANCEThe ubiquitous bacterium Pseudomonas aeruginosa is notorious as an opportunistic pathogen causing life-threatening acute and chronic infections in immunocompromised patients. P. aeruginosa infection processes are governed by two major gene regulatory systems, namely, the GacA/GacS (GacAS) two-component system and the RNA-binding proteins RsmA/RsmN (RsmA/N). RsmA/N basically function as a translational repressor or activator directly by competing with the ribosome. In this study, we identified hundreds of RsmA/N regulatory target RNAs and the consensus motifs for RsmA/N bindings by UV crosslinking in vivo. Moreover, our CLIP-seq revealed that RsmA/N posttranscriptionally regulate cell wall organization and exert feedback control on GacAS-RsmA/N systems. Many genes including small regulatory RNAs identified in this study are attractive targets for further elucidating the regulatory mechanisms of RsmA/N in P. aeruginosa.","Chihara, K.; Barquist, L.; Takasugi, K.; Noda, N.; Tsuneda, S.",2020-08-25,Microbiology,10.1101/2020.08.24.265819,1,Satoshi  Tsuneda,Waseda University,https://www.biorxiv.org/content/10.1101/2020.08.24.265819v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.08.24.265819v1.full.pdf,cc_by_nc_nd,10.1080/15476286.2021.1917184
Pseudomonas aeruginosa,136549,Effect of host-mimicking medium and biofilm growth on the ability of colistin to kill Pseudomonas aeruginosa.,"In vivo biofilms cause recalcitrant infections with extensive and unpredictable antibiotic tolerance. Here, we demonstrate increased tolerance of colistin by Pseudomonas aeruginosa when grown in cystic fibrosis-mimicking medium versus standard medium in in vitro biofilm assays, and drastically increased tolerance when grown in an ex vivo CF model versus the in vitro assay. We used colistin conjugated to the fluorescent dye BODIPY to assess the penetration of the antibiotic into ex vivo biofilms and showed that poor penetration partly explains the high doses of drug necessary to kill bacteria in these biofilms. The ability of antibiotics to penetrate the biofilm matrix is key to their clinical success, but hard to measure. Our results demonstrate both the importance of reduced entry into the matrix in in vivo-like biofilm, and the tractability of using a fluorescent tag and benchtop fluorimeter to assess antibiotic entry into biofilms. This method could be a relatively quick, cheap and useful addition to diagnostic and R&D pipelines, allowing the assessment of drug entry into biofilms, in in vivo-like conditions, prior to more detailed tests of biofilm killing.","Sweeney, E.; Sabnis, A.; Edwards, A. M.; Harrison, F.",2020-08-26,Microbiology,10.1101/2020.08.25.265942,2,Freya  Harrison,University of Warwick,https://www.biorxiv.org/content/10.1101/2020.08.25.265942v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.08.25.265942v2.full.pdf,cc_by_nc_nd,10.1099/mic.0.000995
Pseudomonas aeruginosa,136747,An inside look at a biofilm: Pseudomonas aeruginosa flagella bio-tracking,"The opportunistic pathogen, Pseudomonas aeruginosa, a flagellated bacterium, is one of the top model organisms for studying biofilm formation. In order to elucidate the role of the bacteria flagella in biofilm formation, we developed a new tool for flagella bio-tracking. We have site-specifically labeled the bacterial flagella by incorporating an unnatural amino acid into the flagella monomer via genetic code expansion. This enabled us to label and track the bacterial flagella during biofilm maturation. Direct, live imaging revealed for the first-time presence and synthesis of flagella throughout the biofilm lifecycle. To ascertain the possible role of the flagella in the strength of a biofilm we produced a ""flagella knockout"" strain and compared its biofilm to that of the wild type strain. Results showed a one order of magnitude stronger biofilm structure in the wild type in comparison to the flagella knockout strain. This suggests a newly discovered structural role for bacterial flagella in biofilm structure, possibly acting as a scaffold. Based on our findings we suggest a new model for biofilm maturation dynamic and underscore the importance of direct evidence from within the biofilm.","Ozer, E.; Yaniv, K.; Shetrit, E.; Boyarski, A.; Meijler, M.; Berkovich, R.; Kushmaro, A.; Alfonta, L.",2020-08-26,Microbiology,10.1101/2020.08.26.267963,1,Lital  Alfonta,Ben-Gurion University of the Negev,https://www.biorxiv.org/content/10.1101/2020.08.26.267963v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.08.26.267963v1.full.pdf,cc_by_nd,10.1126/sciadv.abg8581
Pseudomonas aeruginosa,136907,Presence of the Hmq system and production of 4-hydroxy-3-methyl-2-alkylquinolines is heterogeneously distributed between Burkholderia cepacia complex species and more prevalent among environmental than clinical isolates,"Some Burkholderia cepacia complex (Bcc) strains have been reported to produce 4-hydroxy-3-methyl-2-alkylquinolines (HMAQs), analogous to the 4-hydroxy-2-alkylquinolines of Pseudomonas aeruginosa. Using in silico analyses, we previously showed that the hmqABCDEFG operon, which encodes enzymes involved in the biosynthesis of HMAQs, is carried by about one-third of Bcc strains, with considerable inter- and intra-species variability. In the present study, we investigated by PCR, using consensus primers, the distribution of hmqABCDEFG in a collection of 313 Bcc strains (222 of clinical and 91 of environmental origins) - belonging to 18 Bcc species. We confirmed that the distribution is species-specific, although not all strains within a species carry the hmqABCDEFG operon. Among the 30% of strains bearing the hmqABCDEFG operon, we measured the total HMAQs production and showed that 90% of environmental isolates and 68% of clinically isolated Bcc produce detectable levels of HMAQs when cultured in TSB medium. For the strains having the hmqABCDEFG operon but not producing HMAQs, we studied the transcription and showed that none expressed the hmqA gene under the specified culture conditions. Interestingly, the hmqABCDEFG operon is more prevalent among plant root environment species (e.g. B. ambifaria, B. cepacia) and absent in species commonly found in chronically colonized individuals with cystic fibrosis (e.g. B. cenocepacia, B. multivorans), suggesting that the Hmq system could play a role in niche adaptation by influencing rhizosphere microbial community and could have been lost through evolution. Understanding the Hmq system and its regulation will provide clues concerning the production of HMAQs and their functions in Bcc.","Coulon, P. M. L.; Zlosnik, J. E. A.; Deziel, E.",2020-08-27,Microbiology,10.1101/2020.08.27.269993,1,Eric  Deziel,INRS-Armand-Frappier Sante Biotechnologie,https://www.biorxiv.org/content/10.1101/2020.08.27.269993v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.08.27.269993v1.full.pdf,cc_by_nc,10.1128/spectrum.00127-21
Pseudomonas aeruginosa,137266,The Impact of Pf Bacteriophages on the Fitness of Pseudomonas aeruginosa; A Mathematical Modeling Approach,"Pseudomonas aeruginosa (Pa) is a major bacterial pathogen responsible for chronic lung infections in cystic fibrosis patients. Recent work by ourselves and others has implicated Pf bacteriophages, non-lytic filamentous viruses produced by Pa, in the chronicity and severity of Pa infections. Pf phages act as structural elements in Pa biofilms and sequester aerosolized antibiotics, thereby contributing to antibiotic tolerance. Consistent with a selective advantage in this setting, the prevalence of Pf+ bacteria increases over time in these patients. However, the production of Pf phages comes at a metabolic cost to bacteria, such that Pf+ strains grow more slowly than Pf- strains in vitro. Here, we use a mathematical model to investigate how these competing pressures might influence the relative abundance of Pf+ versus Pf- strains in different settings. Our model predicts that Pf+ strains of Pa can only outcompete Pf- strains if the benefits of phage production falls solely onto Pf+ strains and not onto the overall bacterial community in the lung. Further, phage production only leads to a net positive gain in fitness at antibiotic concentrations slightly above the minimum inhibitory concentration (i.e., concentrations for which the benefits of antibiotic sequestration outweigh the metabolic cost of phage production), but which are not lethal for Pf+ strains. As a result, our model predicts that frequent administration of intermediate doses of antibiotics with low decay rates favors Pf+ over Pf- strains. These models inform our understanding of the ecology of Pf phages and suggest potential treatment strategies for Pf+ Pa infections.

ImportanceFilamentous phages are a frontier in bacterial pathogenesis, but the impact of these phages on bacterial fitness is unclear. In particular, Pf phages produced by Pa promote antibiotic tolerance but are metabolically expensive to produce, suggesting that competing pressures may influence the prevalence of Pf+ versus Pf- strains of Pa in different settings. Our results identify conditions likely to favor Pf+ strains and thus antibiotic tolerance. This study contributes to a better understanding of the unique ecology of filamentous phages and may facilitate improved treatment strategies for combating antibiotic tolerance.","Pourtois, J. D.; Kratochvil, M. J.; Chen, Q.; Haddock, N. L.; Burgener, E. B.; De Leo, G. A.; Bollyky, P. L.",2020-08-31,Microbiology,10.1101/2020.08.30.272203,1,Julie D Pourtois,"Department of Biology, Stanford University, Stanford, CA 94305      &     Hopkins Marine Station, Stanford University, Pacific Grove, CA 94305",https://www.biorxiv.org/content/10.1101/2020.08.30.272203v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.08.30.272203v1.full.pdf,cc_no,NA
Pseudomonas aeruginosa,137943,Evolution and regulation of microbial secondary metabolism,"Microbes have disproportionate impacts on the macroscopic world. This is in part due to their ability to grow to large groups and cooperatively secrete massive amounts of secondary metabolites that impact their environment. Yet, the conditions enabling secondary metabolism without compromising primary needs remain unclear. Here we investigated the biosynthesis of rhamnolipids, a secondary metabolite that Pseudomonas aeruginosa makes to decrease the surface tension of surrounding liquid. Using a combination of genomics, metabolomics, transcriptomics, and mathematical modeling we show that biosynthesis of rhamnolipids from glycerol varies inconsistently across the phylogenetic tree; instead, non-producer lineages are also those worse at reducing the oxidative stress of primary glycerol metabolism. The link to oxidative stress explains the inconsistent distribution across the P. aeruginosa tree, adding a new layer to the regulation of rhamnolipids--a microbial secondary metabolite important for fitness in natural and clinical settings.

SignificanceThe bacterium Pseudomonas aeruginosa is a major source of hospital-acquired infections. This pathogens knack for virulence relies on its ability to multiply and secrete massive amounts of substances that overwhelm microbial competitors and weaken host defenses. It remains unclear how the bacteria conciliate their need to grow and multiply--a need at the individual-level-- with their ability to secrete products--a need of the population. Here we combined genomics, metabolomics and mathematical modeling to study the biosynthesis of rhamnolipids, a surfactant that P. aeruginosa makes to reduce the surface tension of surrounding liquids. Our study reveals a new link between oxidative stress and rhamnolipid synthesis, which helps explain how this important bacterial product has evolved and how it persists in many lineages of pathogens.","Santamaria, G.; Liao, C.; Wang, Z.; Rhee, K.; Pinto, F.; Yan, J.; Xavier, J.",2021-10-29,Systems Biology,10.1101/2020.09.02.280495,2,Jinyuan  Yan,"Sloan-Kettering Institute, Memorial Sloan-Kettering Cancer Center",https://www.biorxiv.org/content/10.1101/2020.09.02.280495v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.09.02.280495v2.full.pdf,cc_by_nd,NA
Pseudomonas aeruginosa,138705,Pseudomonas aeruginosa induced acute emphysema through bacterial secretion in mice,"Pulmonary emphysema is the major pathological feature of chronic obstructive pulmonary disease (COPD). Although the pathogenesis of emphysema is still not completely understood, but until now a bacterial cause has not really been considered. Recently, we found that the secretion from Pseudomonas aeruginosa could cause severe lung emphysema in mice rapidly. Since the bacterium is ubiquitous and secrets proteases, we hypothesized that direct P. aeruginosa airway infection would have a similar effect. To address this issue, we applied a unilateral lung injury model. First, we observed the dynamic pathophysiology change of acute emphysema. P. aeruginosa secretion was extracted and instilled intratracheally into the left lungs of C57BL/6 and C3H/HeJ mice, while the right lungs were saved as self-control. Alveolar diameter and lung compliance were measured. Later, we tested the effect of P. aeruginosa inoculation in normal C57BL/6 mice, immunosuppressed C57BL/6 mice, and C3H/HeJ (TLR4 deficient) mice. P. aeruginosa secretion extract caused acute panacinar emphysema and decreased dynamic lung compliance. Different types of emphysema are transformable. However, the P. aeruginosa infection could only elicit emphysema in immunosuppressed C57BL/6 mice and C3H/HeJ mice, indicating that normal immunity is essential to protect the hosts from emphysema. Emphysema induced by P. aeruginosa in mice recapitulates all the main features of human emphysema and COPD. Our finding filled a major gap in COPD pathogenesis. We believe P. aeruginosa is the underlying cause of COPD.","Zhu, Y.; Pan, S.",2020-09-18,Pathology,10.1101/2020.09.08.287003,3,Shuming  Pan,Shanghai Jiao Tong University School of Medicine Xinhua Hospital,https://www.biorxiv.org/content/10.1101/2020.09.08.287003v3?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.09.08.287003v3.full.pdf,cc_by_nc_nd,NA
Pseudomonas aeruginosa,139064,Microbial colonization induces histone acetylation critical for inherited gut-germline-neural signaling,"The gut-neural axis plays a critical role in the control of several physiological processes, including the communication of signals from the microbiome to the nervous system, which affects learning, memory, and behavior. However, the pathways involved in gut-neural signaling of gut-governed behaviors remain unclear. We found that the intestinal distension caused by the bacterium Pseudomonas aeruginosa induces histone H4 Lys8 acetylation (H4K8ac) in the germline of Caenorhabditis elegans, which is required for both a bacterial aversion behavior and its transmission to the next generation. We show that induction of H4K8ac in the germline is essential for bacterial aversion and that a 14-3-3 chaperone protein family member, PAR-5, is required for H4K8ac. Our findings highlight a role for H4K8ac in the germline not only in the intergenerational transmission of pathogen avoidance but also in the transmission of pathogenic cues that travel through the gut-neural axis to control the aversive behavior.","Hong, C.; Lalsiamthara, J.; Ren, J.; Sang, Y.; Aballay, A.",2021-02-24,Immunology,10.1101/2020.09.10.291823,2,Alejandro  Aballay,Oregon Health & Science University,https://www.biorxiv.org/content/10.1101/2020.09.10.291823v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.09.10.291823v2.full.pdf,cc_no,10.1371/journal.pbio.3001169
Pseudomonas aeruginosa,139206,NHR-49 acts in distinct tissues to promote longevity versus innate immunity,"Aging and immunity are inextricably linked and many genes that extend lifespan also enhance immunoresistance. However, it remains unclear if longevity-enhancing factors modulate immunity and longevity by distinct or shared mechanisms. Here, we demonstrate that the Caenorhabditis elegans pro-longevity factor, NHR-49, also promotes resistance against Pseudomonas aeruginosa, but modulates immunity and longevity by spatially and mechanistically distinct mechanisms. Fenofibrate, an agonist of NHR-49s mammalian functional homolog, PPAR, enhanced worm immunoresistance in an NHR-49-dependent manner. NHR-49 expression is increased by germline ablation, an intervention that extends lifespan, but lowered by pathogen exposure. NHR-49 acted in multiple somatic tissues to promote longevity, whereas, its pro-immunity function was mediated by neuronal expression. The canonical NHR-49 target genes, acs-2 and fmo-2, were upregulated by germline loss, but infection triggered fmo-2 downregulation and acs-2 upregulation. Interestingly, neither gene conferred resistance against Gram-negative Pseudomonas, unlike their reported roles in immunity against Gram-positive pathogens. Thus, NHR-49 is differentially regulated by interventions that bring about long-term changes (lifespan extension) vs. short-term stress (pathogen exposure) and in response it orchestrates distinct outputs, including pathogen-specific transcriptional programs. Overall, our study demonstrates the independent control of immunity and longevity by a conserved regulatory protein.","Naim, N.; Amrit, F. R.; Ratnappan, R.; Delbuono, N.; Loose, J. A.; Ghazi, A.",2020-09-11,Molecular Biology,10.1101/2020.09.11.290452,1,Arjumand  Ghazi,"Departments of Pediatrics, Developmental Biology and Cell Biology and Physiology, University of Pittsburgh School of Medicine",https://www.biorxiv.org/content/10.1101/2020.09.11.290452v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.09.11.290452v1.full.pdf,cc_by_nc_nd,NA
Pseudomonas aeruginosa,140102,"PEA polymer-coated nanotopography delivers solid-state BMP2, enhances mesenchymal stem cell adhesion, prevents bacterial biofilm formation and protects cells from quorum sensing virulence factors","Post-operative infection is a major complication in patients recovering from orthopaedic surgery. As such, there is a clinical need to develop biomaterials for use in regenerative surgery that can promote mesenchymal stem cell (MSC) osteospecific differentiation and that can prevent infection caused by biofilm-forming pathogens. Nanotopographical approaches to pathogen control are being identified, including in orthopaedic materials such as titanium and its alloys. These topographies use high aspect ratio nanospikes or nanowires to prevent bacterial adhesion but these features puncture adhering cells, thus also reducing MSC adhesion. Here, we use a poly(ethyl acrylate) (PEA) polymer coating on titanium nanowires to spontaneously organise fibronectin (FN) and to deliver bone morphogenetic protein 2 (BMP2) to enhance MSC adhesion and osteospecific signalling. This nanotopography when combined with the PEA coating enhanced osteogenesis and reduced adhesion of Pseudomonas aeruginosa in culture. Using a novel MSC-Pseudomonas aeruginosa co-culture, we also show that the coated nanotopographies protect MSCs from cytotoxic quorum sensing and signalling molecules. We conclude that the PEA polymer-coated nanotopography can both support MSCs and prevent pathogens from adhering to a biomaterial surface, thus protecting from biofilm formation and bacterial infection and supporting osteogenic repair.","Damiati, L.; Tsimbouri, M.; Ginty, M.; Llopis-Hernandez, V.; Childs, P.; Jayawarna, V.; Xiao, Y.; Burgess, K.; Wells, J.; Sprott, M.; Meek, D.; Li, P.; Oreffo, R.; Nobbs, A.; Ramage, G.; Su, B.; Salmeron-Sanchez, M.; Dalby, M.",2020-09-20,Bioengineering,10.1101/2020.09.17.302455,2,Matthew  Dalby,University of Glasgow,https://www.biorxiv.org/content/10.1101/2020.09.17.302455v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.09.17.302455v2.full.pdf,cc_no,NA
Pseudomonas aeruginosa,140175,CRISPR-Cas systems restrict horizontal gene transfer in Pseudomonas aeruginosa,"CRISPR-Cas systems provide bacteria and archaea with an adaptive immune system that targets foreign DNA. However, the xenogenic nature of immunity provided by CRISPR-Cas raises the possibility that these systems may constrain horizontal gene transfer. Here we test this hypothesis in the opportunistic pathogen Pseudomonas aeruginosa, which has emerged an important model system for understanding CRISPR-Cas function. Across the diversity of P. aeruginosa, active CRISPR-Cas systems are associated with smaller genomes and a reduced GC content, suggesting that CRISPR-Cas inhibits the acquisition of foreign DNA. Although phage are the major target of CRISPR-Cas spacers, more than 80% of isolates with an active CRISPR-Cas system have spacers that target integrative conjugative elements (ICE) or the conserved conjugative transfer machinery used by plasmids and ICE. Consistent with these results, genomes containing active CRISPR-Cas systems harbor a lower abundance of both prophage and ICE. Crucially, spacers in genomes with active CRISPR-Cas systems map to ICE and phage that are integrated into the chromosomes of closely related genomes lacking CRISPR-Cas immunity, providing direct evidence that CRISPR-Cas constrains horizontal gene transfer in these lineages. In conclusion, we find that CRISPR-Cas acts as an important constraint to horizontal gene transfer, suggesting that CRISPR-Cas may constrain the ability of this pathogen to adapt to new niches and stressors.","Wheatley, R.; Maclean, C.",2020-09-19,Genomics,10.1101/2020.09.19.304717,1,Rachel  Wheatley,University of Oxford,https://www.biorxiv.org/content/10.1101/2020.09.19.304717v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.09.19.304717v1.full.pdf,cc_no,10.1038/s41396-020-00860-3
Pseudomonas aeruginosa,140864,The rise and the fall of a Pseudomonas aeruginosa epidemic lineage in a hospital,"The biological features that allow a pathogen to survive in the hospital environment are mostly unknown. The extinction of bacterial epidemics in hospitals is mostly attributed to changes in medical practice, including infection control, but the role of bacterial adaptation has never been documented. We analyzed a collection of Pseudomonas aeruginosa isolates belonging to the Besancon Epidemic Strain (BES), responsible for a 12-year nosocomial outbreak, using a genotype-to-phenotype approach. Bayesian analysis estimated the emergence of the clone in the hospital five years before its opening, during the creation of its water distribution network made of copper. BES survived better than the reference strains PAO1 and PA14 in a copper solution due to a genomic island containing 13 metal-resistance genes and was specifically able to proliferate in the ubiquitous amoeba Vermamoeba vermiformis. Mutations affecting amino-acid metabolism, antibiotic resistance, lipopolysaccharide biosynthesis, and regulation were enriched during the spread of BES. Seven distinct regulatory mutations attenuated the overexpression of the genes encoding the efflux pump MexAB-OprM over time. The fitness of BES decreased over time in correlation with its genome size. Overall, the resistance to inhibitors and predators presumably aided the proliferation and propagation of BES in the plumbing system of the hospital. The pathogen further spread among patients via multiple routes of contamination. The decreased prevalence of patients infected by BES mirrored the parallel and convergent genomic evolution and reduction that affected bacterial fitness. Along with infection control measures, this may have participated in the extinction of BES in the hospital setting.

ImportanceBacterial pathogens are responsible for nosocomial outbreaks, but the sources of contamination of the hospitals are mostly unclear and the role of bacterial evolution in the extinction of outbreaks has never been considered. Here, we found that an epidemic strain of the pathogen Pseudomonas aeruginosa contaminated the drinking water network of a hospital due to its tolerance to copper and predatory amoeba, both present in the water pipes. The extinction of the outbreak occurred concomitantly with parallel and convergent genome evolution and a reduction in the size of the bacterial genome that correlated with the fitness of the pathogen. Our data suggest that pathogen evolution participated in the extinction of an outbreak in a hospital setting.","Petitjean, M.; Juarez, P.; Meunier, A.; Daguindau, E.; Puja, H. N.; Bertrand, X.; Valot, B.; Hocquet, D.",2020-09-24,Microbiology,10.1101/2020.09.21.307538,1,Didier  Hocquet,University Hospital of Besançon,https://www.biorxiv.org/content/10.1101/2020.09.21.307538v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.09.21.307538v1.full.pdf,cc_by,10.1099/mgen.0.000629
Pseudomonas aeruginosa,140609,The Structures of SctK and SctD from Pseudomonas aeruginosa Reveal the Interface of the Type III Secretion System Basal Body and Sorting Platform,"Many Gram-negative bacterial pathogens use type III secretion systems (T3SS) to inject effector proteins into eukaryotic cells to subvert normal cellular functions. The T3SS apparatus (injectisome) shares a common overall architecture in all systems studied thus far, comprising three major components - the cytoplasmic sorting platform, the envelope-spanning basal body and the external needle with controlling tip complex. The sorting platform consists of an ATPase (SctN) connected to ""pods"" (SctQ) having six-fold symmetry via radial spokes (SctL). These pods interface with the 24-fold symmetric SctD inner membrane ring (IR) via an adaptor protein (SctK). Here we report the first high-resolution structure of a SctK protein family member, PscK from Pseudomonas aeruginosa, as well as the structure of its interacting partner, the cytoplasmic domain of PscD (SctD). The cytoplasmic domain of PscD forms a forkhead-associated (FHA) fold, like that of its homologues from other T3SS. PscK, on the other hand, forms a helix-rich structure that does not resemble any known protein fold. Based on these structural findings, we present the first model for an interaction between proteins from the sorting platform and the IR. We also test the importance of the PscD residues predicted to mediate this electrostatic interaction using a two-hybrid analysis. The functional need for Arg96 in vivo was then confirmed by monitoring secretion of the effector ExoU. These structures will contribute to the development of atomic-resolution models of the entire sorting platform and to our understanding of the mechanistic interface between the sorting platform and the basal body of the injectisome.

HighlightsO_LIThe structures of Pseudomonas aeruginosa PscD (SctD) and PscK (SctK) were solved
C_LIO_LIThe interface between the T3SS basal body and sorting platform was modeled
C_LIO_LIThe crystal structure of PscK is the first for any SctK family member
C_LIO_LIPscK represents a novel protein fold
C_LIO_LISite-directed mutagenesis supports a computational model of the PscD-PscK interface
C_LI



O_FIG O_LINKSMALLFIG WIDTH=200 HEIGHT=142 SRC=""FIGDIR/small/308627v1_ufig1.gif"" ALT=""Figure 1"">
View larger version (59K):
org.highwire.dtl.DTLVardef@1efcf14org.highwire.dtl.DTLVardef@1043d81org.highwire.dtl.DTLVardef@161f21corg.highwire.dtl.DTLVardef@15e4357_HPS_FORMAT_FIGEXP  M_FIG Graphical abstract.

The first reported structure for a T3SS SctK protein family member was solved for PscK from Pseudomonas aeruginosa and this allowed for modeling of the interface between this sorting platform protein and the cytoplasmic domain of PscD (a SctD protein family member). This allowed for identification of amino acid residues that may play a role in the interaction between these proteins. The interface appears to be dominated by electrostatic interactions and mutagenesis confirmed the importance of key residues in driving their interaction based on two-hybrid analysis.

C_FIG","Muthuramalingam, M.; Whittier, S.; Lovell, S.; Battaile, K. P.; Tachiyama, S.; Johnson, D. K.; Picking, W. L.; Picking, W. D.",2020-09-22,Biophysics,10.1101/2020.09.22.308627,1,William D Picking,University of Kansas,https://www.biorxiv.org/content/10.1101/2020.09.22.308627v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.09.22.308627v1.full.pdf,cc_no,10.1016/j.jmb.2020.10.027
Pseudomonas aeruginosa,141625,The antimicrobial peptide TAT-RasGAP317-326 inhibits the formation and the expansion of bacterial biofilms in vitro,"Biofilms are structured aggregates of bacteria embedded in a self-produced matrix. Pathogenic bacteria can form biofilms on surfaces and in tissues leading to nosocomial and chronic infections. While antibiotics are largely inefficient in limiting biofilm formation and expansion, antimicrobial peptides (AMPs) are emerging as alternative anti-biofilm treatments. In this study, we explore the effect of the newly described AMP TAT-RasGAP317-326 on Acinetobacter baumannii, Pseudomonas aeruginosa and Staphylococcus aureus biofilms. We observe that TAT-RasGAP317-326 inhibits the formation of biofilms at concentrations equivalent or two times superior to the minimal inhibitory concentration (MIC) of the corresponding planktonic bacteria. Moreover, TAT-RasGAP317-326 limits the expansion of A. baumannii and P. aeruginosa established biofilms at concentrations 2-4 times superior to the MIC. These results further confirm the potential of AMPs against biofilms, expand the antimicrobial potential of TAT-RasGAP317-326 and support further development of this peptide as an alternative antimicrobial treatment.","Heinonen, T.; Hargraves, S.; Georgieva, M.; Widmann, C.; Jacquier, N.",2020-09-29,Microbiology,10.1101/2020.09.29.318378,1,Nicolas  Jacquier,Lausanne University Hospital and University of Lausanne,https://www.biorxiv.org/content/10.1101/2020.09.29.318378v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.09.29.318378v1.full.pdf,cc_by_nc,10.1016/j.jgar.2021.03.022
Pseudomonas aeruginosa,141603,Distinct subcellular localization of a Type I CRISPR complex and the Cas3 nuclease in bacteria,"CRISPR-Cas systems are prokaryotic adaptive immune systems that have been well characterized biochemically, but in vivo spatiotemporal regulation and cell biology remains largely unaddressed. Here, we used fluorescent fusion proteins to study the localization of the Type I-F CRISPR-Cas system native to Pseudomonas aeruginosa. When targeted to an integrated prophage, the crRNA-guided (Csy) complex and a majority of Cas3 molecules in the cell are recruited to a single focus. When lacking a target in the cell, however, the Csy complex is broadly nucleoid bound, while Cas3 is diffuse in the cytoplasm. Nucleoid association for the Csy proteins is crRNA-dependent, and inhibited by expression of anti-CRISPR AcrIF2, which blocks PAM binding. The Cas9 nuclease is also nucleoid localized, only when gRNA-bound, which is abolished by PAM mimic, AcrIIA4. Our findings reveal PAM-dependent nucleoid surveillance and spatiotemporal regulation in Type I CRISPR-Cas that separates the nuclease-helicase Cas3 from the crRNA-guided surveillance complex.","Govindarajan, S.; Borges, A.; Bondy-Denomy, J.",2020-10-19,Microbiology,10.1101/2020.09.29.318501,3,Joseph  Bondy-Denomy,UCSF,https://www.biorxiv.org/content/10.1101/2020.09.29.318501v3?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.09.29.318501v3.full.pdf,cc_by_nc_nd,10.1128/jb.00105-22
