Contig	Position	MergedReads-001	S00EI-0013	S00EI-0014	S00EI-0015	sample1-nan	sample2-nan
MAG1_6	113000	59.26	0.0	0.0	0.0	6.16	59.26
MAG1_6	114000	56.45	0.0	0.0	0.0	6.36	56.45
MAG1_6	115000	57.53	0.0	0.0	0.0	7.29	57.53
MAG1_6	116000	59.85	0.0	0.0	0.0	7.25	59.85
MAG1_6	117000	56.31	0.0	0.0	0.0	5.99	56.31
MAG1_6	118000	54.77	0.0	0.0	0.0	5.36	54.77
MAG1_6	119000	54.43	0.0	0.0	0.0	4.31	54.43
MAG1_6	120000	55.58	0.0	0.0	0.0	6.42	55.58
MAG1_6	121000	60.66	0.0	0.0	0.0	7.22	60.66
MAG1_6	122000	55.08	0.0	0.0	0.0	7.41	55.08
MAG1_6	123000	55.7	0.0	0.0	0.0	6.21	55.7
MAG1_6	124000	53.53	0.0	0.0	0.0	7.89	53.53
MAG1_6	125000	59.43	0.0	0.0	0.0	7.25	59.43
MAG1_6	126000	59.25	0.0	0.0	0.0	7.34	59.25
MAG1_6	127000	56.2	0.0	0.0	0.0	5.61	56.2
MAG1_6	128000	56.81	0.0	0.0	0.0	7.09	56.81
MAG1_6	129000	58.72	0.0	0.0	0.0	5.65	58.72
MAG1_6	130000	60.8	0.0	0.0	0.0	5.79	60.8
MAG1_6	131000	62.13	0.0	0.0	0.0	5.99	62.13
MAG1_6	132000	63.46	0.0	0.0	0.0	5.82	63.46
MAG1_6	133000	57.98	0.0	0.0	0.0	6.49	57.98
MAG1_6	134000	46.47	0.0	0.0	0.0	5.7	46.47
MAG1_6	135000	58.99	0.0	0.0	0.0	5.53	58.99
MAG1_6	136000	57.42	0.0	0.0	0.0	6.58	57.42
MAG1_6	137000	51.53	0.0	0.0	0.0	4.59	51.53
MAG1_6	138000	61.54	0.0	0.0	0.0	5.97	61.54
MAG1_6	139000	56.63	0.0	0.0	0.0	6.19	56.63
MAG1_6	140000	57.05	0.0	0.0	0.0	5.24	57.05
MAG1_6	141000	59.5	0.0	0.0	0.0	5.88	59.5
MAG1_6	142000	53.81	0.0	0.0	0.0	3.72	53.81
MAG1_6	143000	55.85	0.0	0.0	0.0	5.77	55.85
MAG1_6	144000	59.37	0.0	0.0	0.0	8.13	59.37
MAG1_6	145000	57.79	0.0	0.0	0.0	5.37	57.79
MAG1_6	146000	56.67	0.0	0.0	0.0	5.57	56.67
MAG1_6	147000	47.85	0.0	0.0	0.0	4.26	47.85
MAG1_6	148000	60.28	0.0	0.0	0.0	4.84	60.28
MAG1_6	149000	51.94	0.0	0.0	0.0	4.04	51.94
MAG1_6	150000	56.93	0.0	0.0	0.0	5.74	56.93
MAG1_6	151000	55.46	0.0	0.0	0.0	4.52	55.46
MAG1_6	152000	54.69	0.0	0.0	0.0	4.31	54.69
MAG1_6	153000	59.65	0.0	0.0	0.0	7.33	59.65
MAG1_6	154000	58.01	0.0	0.0	0.0	4.17	58.01
MAG1_6	155000	59.27	0.0	0.0	0.0	6.31	59.27
MAG1_6	156000	58.54	0.0	0.0	0.0	5.61	58.54
MAG1_6	157000	60.05	0.0	0.0	0.0	3.65	60.05
MAG1_6	158000	54.58	0.0	0.0	0.0	3.74	54.58
MAG1_6	159000	61.35	0.0	0.0	0.0	7.04	61.35
MAG1_6	160000	60.23	0.0	0.0	0.0	7.41	60.23
MAG1_6	161000	54.96	0.0	0.0	0.0	6.01	54.96
MAG1_6	162000	56.01	0.0	0.0	0.0	6.43	56.01
MAG1_6	163000	53.72	0.0	0.0	0.0	5.4	53.72
MAG1_6	164000	55.28	0.0	0.0	0.0	5.48	55.28
MAG1_6	165000	56.55	0.0	0.0	0.0	5.42	56.55
MAG1_6	166000	54.15	0.0	0.0	0.0	4.74	54.15
MAG1_6	167000	51.55	0.0	0.0	0.0	6.0	51.55
MAG1_6	168000	57.08	0.0	0.0	0.0	7.92	57.08
MAG1_6	169000	56.56	0.0	0.0	0.0	4.26	56.56
MAG1_6	170000	55.23	0.0	0.0	0.0	6.68	55.23
MAG1_6	171000	55.6	0.0	0.0	0.0	5.0	55.6
MAG1_6	172000	52.8	0.0	0.0	0.0	5.19	52.8
MAG1_6	173000	57.85	0.0	0.0	0.0	5.39	57.85
MAG1_6	174000	58.17	0.0	0.0	0.0	5.51	58.17
MAG1_6	175000	56.5	0.0	0.0	0.0	5.18	56.5
MAG1_6	176000	57.2	0.0	0.0	0.0	7.39	57.2
MAG1_6	177000	57.83	0.0	0.0	0.0	5.79	57.83
MAG1_6	178000	51.96	0.0	0.0	0.0	5.43	51.96
MAG1_6	179000	57.31	0.0	0.0	0.0	7.27	57.31
MAG1_6	180000	50.96	0.0	0.0	0.0	4.86	50.96
MAG1_6	181000	56.29	0.0	0.0	0.0	4.01	56.29
MAG1_6	182000	55.47	0.0	0.0	0.0	7.02	55.47
MAG1_6	183000	54.5	0.0	0.0	0.0	6.32	54.5
MAG1_6	184000	57.98	0.0	0.0	0.0	5.89	57.98
MAG1_6	185000	54.61	0.0	0.0	0.0	7.85	54.61
MAG1_6	186000	57.1	0.0	0.0	0.0	5.43	57.1
MAG1_6	187000	52.23	0.0	0.0	0.0	6.14	52.23
MAG1_6	188000	54.74	0.0	0.0	0.0	4.77	54.74
MAG1_6	189000	56.51	0.0	0.0	0.0	5.23	56.51
MAG1_6	190000	55.13	0.0	0.0	0.0	3.77	55.13
MAG1_6	191000	59.61	0.0	0.0	0.0	4.86	59.61
MAG1_6	192000	62.19	0.0	0.0	0.0	7.49	62.19
MAG1_6	193000	58.98	0.0	0.0	0.0	5.83	58.98
MAG1_6	194000	57.37	0.0	0.0	0.0	5.17	57.37
MAG1_6	195000	62.5	0.0	0.0	0.0	6.47	62.5
MAG1_6	196000	59.65	0.0	0.0	0.0	5.76	59.65
MAG1_6	197000	68.45	0.0	0.0	0.0	8.43	68.45
MAG1_6	198000	55.94	0.0	0.0	0.0	5.51	55.94
MAG1_6	199000	52.57	0.0	0.0	0.0	4.39	52.57
MAG1_6	200000	59.7	0.0	0.0	0.0	5.71	59.7
MAG1_6	201000	56.59	0.0	0.0	0.0	7.12	56.59
MAG1_6	202000	54.49	0.0	0.0	0.0	5.88	54.49
MAG1_6	203000	52.67	0.0	0.0	0.0	4.56	52.67
MAG1_6	204000	62.13	0.0	0.0	0.0	5.39	62.13
MAG1_6	205000	57.04	0.0	0.0	0.0	7.12	57.04
MAG1_6	206000	63.31	0.0	0.0	0.0	5.77	63.31
MAG1_6	207000	54.67	0.0	0.0	0.0	5.88	54.67
MAG1_6	208000	55.13	0.0	0.0	0.0	6.97	55.13
MAG1_6	209000	51.11	0.0	0.0	0.0	3.86	51.11
MAG1_6	210000	53.77	0.0	0.0	0.0	4.84	53.77
MAG1_6	211000	56.71	0.0	0.0	0.0	5.58	56.71
MAG1_6	212000	57.97	0.0	0.0	0.0	4.8	57.97
MAG1_6	213000	60.11	0.0	0.0	0.0	6.51	60.11
MAG1_6	214000	57.63	0.0	0.0	0.0	5.42	57.63
MAG1_6	215000	64.17	0.0	0.0	0.0	4.78	64.17
MAG1_6	216000	59.16	0.0	0.0	0.0	4.21	59.16
MAG1_6	217000	54.36	0.0	0.0	0.0	6.05	54.36
MAG1_6	218000	58.95	0.0	0.0	0.0	6.14	58.95
MAG1_6	219000	57.25	0.0	0.0	0.0	5.32	57.25
MAG1_6	220000	58.58	0.0	0.0	0.0	8.07	58.58
MAG1_6	221000	52.71	0.0	0.0	0.0	7.5	52.71
MAG1_6	222000	53.06	0.0	0.0	0.0	4.16	53.06
MAG1_6	223000	60.48	0.0	0.0	0.0	6.18	60.48
MAG1_6	224000	66.24	0.0	0.0	0.0	8.28	66.24
MAG1_6	225000	58.67	0.0	0.0	0.0	5.54	58.67
MAG1_6	226000	54.78	0.0	0.0	0.0	5.51	54.78
MAG1_6	227000	53.09	0.0	0.0	0.0	5.44	53.09
MAG1_6	228000	58.54	0.0	0.0	0.0	5.21	58.54
MAG1_6	229000	63.21	0.0	0.0	0.0	6.42	63.21
MAG1_6	230000	55.74	0.0	0.0	0.0	4.5	55.74
MAG1_6	231000	59.67	0.0	0.0	0.0	4.93	59.67
MAG1_6	232000	51.57	0.0	0.0	0.0	6.07	51.57
MAG1_6	233000	56.26	0.0	0.0	0.0	4.65	56.26
MAG1_6	234000	63.85	0.0	0.0	0.0	6.24	63.85
MAG1_6	235000	52.89	0.0	0.0	0.0	7.01	52.89
MAG1_6	236000	54.94	0.0	0.0	0.0	4.4	54.94
MAG1_6	237000	57.19	0.0	0.0	0.0	6.11	57.19
MAG1_6	238000	60.92	0.0	0.0	0.0	5.82	60.92
MAG1_6	239000	58.19	0.0	0.0	0.0	6.8	58.19
MAG1_6	240000	52.83	0.0	0.0	0.0	4.57	52.83
MAG1_6	241000	61.69	0.0	0.0	0.0	6.55	61.69
MAG1_6	242000	59.56	0.0	0.0	0.0	6.93	59.56
MAG1_6	243000	55.04	0.0	0.0	0.0	4.73	55.04
MAG1_6	244000	59.65	0.0	0.0	0.0	4.42	59.65
MAG1_6	245000	53.97	0.0	0.0	0.0	5.72	53.97
MAG1_6	246000	55.65	0.0	0.0	0.0	5.1	55.65
MAG1_6	247000	54.25	0.0	0.0	0.0	4.45	54.25
MAG1_6	248000	55.65	0.0	0.0	0.0	6.05	55.65
MAG1_6	249000	53.63	0.0	0.0	0.0	6.08	53.63
MAG1_6	250000	54.48	0.0	0.0	0.0	4.18	54.48
MAG1_6	251000	57.23	0.0	0.0	0.0	4.4	57.23
MAG1_6	252000	61.09	0.0	0.0	0.0	5.21	61.09
MAG1_6	253000	58.65	0.0	0.0	0.0	6.38	58.65
MAG1_6	254000	57.75	0.0	0.0	0.0	5.89	57.75
MAG1_6	255000	54.02	0.0	0.0	0.0	4.53	54.02
MAG1_6	256000	54.46	0.0	0.0	0.0	8.02	54.46
MAG1_6	257000	59.61	0.0	0.0	0.0	8.88	59.61
MAG1_6	258000	59.01	0.0	0.0	0.0	4.69	59.01
MAG1_6	259000	54.14	0.0	0.0	0.0	5.81	54.14
MAG1_6	260000	58.6	0.0	0.0	0.0	6.84	58.6
MAG1_6	261000	58.64	0.0	0.0	0.0	7.7	58.64
MAG1_6	262000	57.06	0.0	0.0	0.0	5.25	57.06
MAG1_6	263000	54.57	0.0	0.0	0.0	5.97	54.57
MAG1_6	264000	53.62	0.0	0.0	0.0	6.15	53.62
MAG1_6	265000	63.37	0.0	0.0	0.0	6.17	63.37
MAG1_6	266000	54.75	0.0	0.0	0.0	5.87	54.75
MAG1_6	267000	58.35	0.0	0.0	0.0	6.62	58.35
MAG1_6	268000	64.44	0.0	0.0	0.0	7.53	64.44
MAG1_6	269000	53.85	0.0	0.0	0.0	6.32	53.85
MAG1_6	270000	53.5	0.0	0.0	0.0	6.4	53.5
MAG1_6	271000	57.17	0.0	0.0	0.0	5.28	57.17
MAG1_6	272000	52.44	0.0	0.0	0.0	4.92	52.44
MAG1_6	273000	56.99	0.0	0.0	0.0	5.48	56.99
MAG1_6	274000	57.55	0.0	0.0	0.0	5.94	57.55
MAG1_6	275000	51.39	0.0	0.0	0.0	6.56	51.39
MAG1_6	276000	59.37	0.0	0.0	0.0	5.79	59.37
MAG1_6	277000	55.15	0.0	0.0	0.0	5.68	55.15
MAG1_6	278000	59.28	0.0	0.0	0.0	5.09	59.28
MAG1_6	279000	54.59	0.0	0.0	0.0	3.53	54.59
MAG1_6	280000	63.02	0.0	0.0	0.0	5.4	63.02
MAG1_6	281000	53.67	0.0	0.0	0.0	5.19	53.67
MAG1_6	282000	51.46	0.0	0.0	0.0	3.96	51.46
MAG1_6	283000	54.83	0.0	0.0	0.0	4.62	54.83
